dates,ACO_155106,AMBAR_151211,ANDAJES_155201,CAJATAMBO_000540,CHAMANA_150900,CHAVIN_000445,CHIQUIAN_000538,COCHAQUILLO_000545,DOS DE MAYO_004450,GORGOR_151208,LAGUNA COCHAQUILLO_155291,LAGUNA SURASACA_155206,MAYORARCA_150903,OCROS_155105,OYON_000541,PACCHO_155200,PAMPA LIBRE_155107,PARQUIN_155212,PICOY_000542,RECUAY_000441,YANAHUANCA_000475,PACHACOTO_155414,QUEROCOCHA_000429,SHACAYPAMPA_155411
2001-03-01,NA,74,143.5,250.4,39.1311475409836,133.4,266.1,NA,262.8,291.3,NA,NA,203.9,112.1,149.9,272.4,59.8,356.9,138.5,259.1,169.9,NA,NA,NA
2001-04-01,NA,14.7,36,41.2881355932203,18.6,37.1,46.3,NA,66.3,0,NA,NA,56.2,34.5,33.9,39.3,1.1,48.9,10.5,48.2,79.8,NA,NA,NA
2001-05-01,NA,0,6.2,8.3,0.101639344262295,38.3,6,NA,49,18.9,NA,NA,5.7,0,10.0622950819672,0.7,0,23,0,30.6,27.4,NA,NA,NA
2001-06-01,NA,0,0,1.3,0,5.5,0,NA,0,0,NA,NA,0,0,7.5,0,0,0,0,13.9,20.6,NA,NA,NA
2001-07-01,NA,0,0,0.3,0,5.1,2.5,NA,14.4,0,NA,NA,0,0,0,0,0,0,0,0,30.1,NA,NA,NA
2001-08-01,NA,0,0,0,0,6.9,0,NA,12,0,NA,NA,0,0,0,0,0,0,0,0.1,22.1,NA,NA,NA
2001-09-01,NA,0,1,14.5,0,35.1,37.2,NA,53.6,0,NA,NA,29.7,4.4,26.4,7.6,0,31.9,9,84.4,15.1,NA,NA,NA
2001-10-01,NA,0.4,12.9,39,1.1,76.6,59,NA,67.9615384615385,37.7,NA,NA,37.9,6.6,35.6,10.5,3.1,65.4,4,66.8,66,NA,NA,NA
2001-11-01,NA,14.135593220339,67.2,117.6,5,99.1,134.1,NA,94.7,98.5,NA,NA,94.7,21.9,104.9,80.8,17.6,166.8,109.6,172.4,97.9,NA,NA,NA
2001-12-01,NA,NA,28.7,66.4,3.2,90.4,96.5,NA,117.5,37.5,NA,NA,64.8,8.3,66,52.1,7.9,68.1,17.7,56,145.4,NA,NA,NA
2002-01-01,NA,4.1,19.1,51.5311475409836,0.9,56.7,68.3016393442623,NA,34.3,69.3,NA,NA,38.2,18.6,92,56.7,4,69.7,30.4,87.3,43.3,NA,NA,NA
2002-02-01,NA,104.3,87.3,110.2,48.9,82.5,177.774545454545,NA,161.1,182.8,NA,NA,95.3,64.8,65.1,129.3,13.7,135.4,39.8,99.1,79.7,NA,NA,NA
2002-03-01,NA,54.5,88.9,165.3,28.4,132.4,193.52131147541,NA,250.1,180.8,NA,NA,158,69.1,96.9,145,24.2,244.9,40.2,175.3,106.3,NA,NA,NA
2002-04-01,NA,21.8,64.9,95.8,14.3,69.6,103.7,NA,76.9,96.5,NA,NA,107.5,36.5,45.5,116.9,19.7,76.9,33.8,58.8,65.2,NA,NA,NA
2002-05-01,NA,0,1.2,6.3,0,17.1,12.7049180327869,NA,30.1,12.4,NA,NA,0,0,8.6,0,0,0,0,24.7,26.3,NA,NA,NA
2002-06-01,NA,0,0,7,0,1.8,0,NA,0,0,NA,NA,0,0,2.1,0,0,0,0,7.7,2.6,NA,NA,NA
2002-07-01,NA,0,0,0,0,27.7,0,NA,27.4,0,NA,NA,0,0,0,0,0,0,0,0,72.0622950819672,NA,NA,NA
2002-08-01,NA,0,0,0,0,2.6,0,NA,2.1,0,NA,NA,0,0,2.1,0,0,0,0,0,18.6,NA,NA,NA
2002-09-01,NA,5.1,46,15.6,1.4,18.5,15,NA,21.9,15.3,NA,NA,8.2,9.7,17.2,15.2,2.84745762711864,27,0,22.3728813559322,69.2,NA,NA,NA
2002-10-01,NA,4.37049180327869,31.3049180327869,65,0.5,87.3,108.5,NA,88.3,64.8,NA,NA,59.9672131147541,20.1,73.5,33.1344262295082,NA,97.472131147541,26,NA,108,NA,NA,NA
2002-11-01,NA,23.8,58.2,67.5,9.2,96.8,76.9,NA,119.6,73.1,NA,NA,89.2,23,73.9,71.4,21.1,162.8,35.9,155.3,95.2881355932203,NA,NA,NA
2002-12-01,NA,5.1,74.9,83.4,0.3,85,115.3,NA,129.9,59.9,NA,NA,80.1,20.7,93.1,30.6,6.3,108.9,50.2,157,114.4,NA,NA,NA
2003-01-01,NA,22,60.9,91.2,11.5,44.5,102,NA,115.8,94.4,NA,NA,95.7,48.6,89.7,79.9,8.2,217,64.1,116.2,116,NA,NA,NA
2003-02-01,NA,35.2,68.2,105.5,14.8,63,78.7,NA,83.1,68.9,NA,NA,106.2,39.3,96.3,110.6,21.8,NA,49,109,111.4,NA,NA,NA
2003-03-01,NA,53,90.6,114.2,15.4,104.6,130.6,NA,170.7,145.5,NA,NA,130.3,81.1,121.7,142.9,23.1,339.4,85.3,163.5,144.2,NA,NA,NA
2003-04-01,NA,7.4,40.9,39.3,0,51.8,69,NA,39.3,38.6,NA,NA,45.2,14,37,25.9,9.9,113.8,26,66.2,102.8,NA,NA,NA
2003-05-01,NA,0,0,4.1,0,25.8,3.5,NA,50.8196721311475,0,NA,NA,0.3,0,0,0,0.2,0,0,27.1,74.6,NA,NA,NA
2003-06-01,NA,0,0,0,0,7.1,0,NA,NA,0,NA,NA,0,0,0,NA,0,0,0,8.9,12.4,NA,NA,NA
2003-07-01,NA,0,0,0,0,1.9,0,NA,NA,0,NA,NA,1.2,0,0,0,0,0,0,6.4,0,NA,NA,NA
2003-08-01,NA,0,0,0,0,15.3,0,NA,25.7,0,NA,NA,0,0,1.3,0,0,0,0,0,17.9,NA,NA,NA
2003-09-01,NA,0,0,0,0,15.2,0,NA,21,0,NA,NA,0.1,0,11.3,0,0,0,0,2.9,24.9,NA,NA,NA
2003-10-01,NA,2.8,7.5,25.4,0.5,29.9,27.3,NA,24.3,29.3,NA,NA,22.7,4,15.8,6.2,1.5,36.5,0,57.4,58.2,NA,NA,NA
2003-11-01,NA,1.9,13.2,18.2,0,57.9,15.8,NA,84,25.5,NA,NA,12.6,3,8.7,5.9,7.8,30.7,21,39.8,128.9,NA,NA,NA
2003-12-01,NA,46.5,80.2,153.1,20.3,147,126.5,NA,162.4,146,NA,NA,114.5,56.5,87.7,122.1,22.9704918032787,160.2,61.7,NA,153.1,NA,NA,NA
2004-01-01,NA,6.4,27.7,32.5,5.1,33.3,23.4,NA,40.9,38.8,NA,NA,29.9,24.4,36.3,23.1,NA,34.9,7.3,47,29.9,NA,NA,NA
2004-02-01,NA,42.8,46.2,155.3,22.5,80.7,72.5,NA,107.7,85.2,NA,NA,77.2,121.2,78.7,155.9,33.1719298245614,154.7,76.9,126.6,84.9,NA,NA,NA
2004-03-01,NA,44.9,59.8,86.2,10.4,53.8,107.6,NA,115,NA,NA,NA,73.8,42.1,57.4262295081967,106.5,NA,105.7,76.6,119.4,86.5,NA,NA,NA
2004-04-01,NA,14.9,27.7,45,3.2,22.5,37.3220338983051,NA,30.1,NA,NA,NA,43.1,8.2,NA,63.1,NA,42,22.7796610169492,84.6,29.4,NA,NA,NA
2004-05-01,NA,0,0,3.6,0,12.2,0,NA,33.6,NA,NA,NA,0,2.4,0,0,0.5,19.7,0,24.6,39,NA,NA,NA
2004-06-01,NA,0,0,0,0,12.2,6.5,NA,10.1,NA,NA,NA,1.2,0,6.8,0,0,7,0,4.5,35.9,NA,NA,NA
2004-07-01,NA,0,3.2,4.4,0,21.2,0,NA,20.9377049180328,NA,NA,NA,0.6,0,0,0,0,0,0,0.8,20.8,NA,NA,NA
2004-08-01,NA,0,0,0,0,5,0,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,16.1,NA,NA,NA
2004-09-01,NA,0,10.8,24,0,38.2,44.9,NA,NA,NA,NA,NA,4.6,2.2,22.3,4.7,0.6,24.3,26,59.6,48,NA,NA,NA
2004-10-01,NA,6.3,14.8,63.6,0.3,89.4,50.3,NA,NA,NA,NA,NA,38.1,9.3,56.4,19.5,13.2,57.9,41.4,105.2,121.6,NA,NA,NA
2004-11-01,NA,5.4,47.4,74.3,1,87,83.4,NA,NA,NA,NA,NA,53.4,7.6,95.6,52.7,17.4,123.1,94,110.8,94.7,NA,NA,NA
2004-12-01,NA,37,62.8,95.5,10.2,93.2,118,NA,NA,NA,NA,NA,62.1,36.3,96.6590163934426,86.9,19.5,202.4,93.3,123.7,150.7,NA,NA,NA
2005-01-01,NA,32.8,45.6,74.6,5.7,57.8,67,NA,83.2,NA,NA,NA,67,28,NA,63.5,11.2,92.5,64.2,95.7,50,NA,NA,NA
2005-02-01,NA,29.8,25,66.6909090909091,6.8,70.56,86.4436363636364,NA,114.6,NA,NA,NA,46.4,12,41.3381818181818,68.6,4.58181818181818,66.3,63.0254545454545,73.7,123.9,NA,NA,NA
2005-03-01,NA,36.4,84.8,124.1,6.7,NA,172.3,NA,145.6,NA,NA,NA,98.3,30.4,105.6,131.1,15.4,171.1,110.3,200.8,123.9,NA,NA,NA
2005-04-01,NA,9.7,2.4,17,1.4,37.4,50.5,NA,62.6,NA,NA,NA,15,26.9,9.5,33.6,1.7,48.2,16.2,69.9,43.3,NA,NA,NA
2005-05-01,NA,0,0,2.2,0,21.6,8,NA,3.1,NA,NA,NA,2.2,0,4.1,0,0,0,0,25.6,32.7,NA,NA,NA
2005-06-01,NA,0,0,0,0,1.9,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA
2005-07-01,NA,0,0,0,0,0.8,0,NA,0.7,NA,NA,NA,0,0,0,0,0,0,0,0,21.8,NA,NA,NA
2005-08-01,NA,0,0,3,0,4.1,3.5,NA,4.8,NA,NA,NA,1.3,0,3.9,0,0,5.7,0,9.5,12.1,NA,NA,NA
2005-09-01,NA,0,0,0.6,0,15.4,0,NA,19.2,NA,NA,NA,0,0,0.5,0,0,0,NA,18.1,34,NA,NA,NA
2005-10-01,NA,2,3.1,29.3,0.2,80.6,22,NA,55.5,NA,NA,NA,6.1,0,28,0,0,16.3,6.7,46.6,89.7,NA,NA,NA
2005-11-01,NA,0,4.1,12.2,1.5,39.8,15.5,NA,31.1,NA,NA,NA,17.8,4,23.8,4.3,0,8.5,13.1,NA,92,NA,NA,NA
2005-12-01,NA,20.3,63.5,114.5,5,95.5,110.8,NA,134.7,NA,NA,NA,87,33.2,80.3,122.6,25.4,128.6,78.4,115.7,93.9,NA,NA,NA
2006-01-01,NA,43,80.8,120.4,17.7,77.9,97.4,NA,129,NA,NA,NA,85.5,59.7,70.9,133.3,16.4,117.8,109,101,114.3,NA,NA,NA
2006-02-01,NA,81.7,NA,174,22.2,95.5,138.6,NA,128,NA,NA,NA,111.7,50.8,124.3,187.1,41.4,197.9,113.8,94.8,101.2,NA,NA,NA
2006-03-01,NA,74.8,134.1,214.8,25.7,147.3,181.2,NA,138.9,NA,NA,NA,155.5,102,148.291803278689,255.8,36.7,223.4,182.9,219.9,148.6,NA,NA,NA
2006-04-01,NA,26.2372881355932,96.406779661017,118.4,0,83.5,99,NA,112.9,NA,NA,NA,66.8135593220339,37.3,92.5423728813559,99.5593220338983,28.4,178.474576271186,103.9,141.6,60.3,NA,NA,NA
2006-05-01,NA,0,0,2.8,0,9.3,4.5,NA,9.2,NA,NA,NA,0,0,0.3,0,0,0,0,7.1,12.2,NA,NA,NA
2006-06-01,NA,0,1.4,5.4,0,48.1,4.5,NA,31.1,NA,NA,NA,0,0,11.5,0,1.2,0,3.3,35.7,22.3,NA,NA,NA
2006-07-01,NA,0,0,0,0,6.8,0,NA,7.1,NA,NA,NA,0,0,0,0,0,0,0,4.5,0.5,NA,NA,NA
2006-08-01,NA,0,3.7,3.9,0,7.1,0,NA,13.2,NA,NA,NA,5.8,0,6,0,0,0,0,32.6,12.3,NA,NA,NA
2006-09-01,NA,0.7,1.1,7.2,0.6,41.2881355932203,20.3389830508475,NA,58.2,NA,NA,NA,2.7,0,6.10169491525424,0.8,0,0,3.86440677966102,73.728813559322,51.2,NA,NA,NA
2006-10-01,NA,0,5.99672131147541,26.1,0,67.4,31,NA,104.4,NA,NA,NA,13.9,8.1,35,1.7,0,17.3,8.1,92.4,99.6065573770492,NA,NA,NA
2006-11-01,NA,9.3,25.2203389830508,65.2881355932203,0,104,66,NA,90.8,NA,NA,NA,27.6,7.3,80.8,21.2,5.1,31.2,45.9,126,98.9,NA,NA,NA
2006-12-01,NA,30,94.9311475409836,124.5,8.3,119.1,138.4,NA,69.1,NA,NA,NA,69.1,37.9,92.3,99.9,18.8,139.7,93.7,156.7,138,NA,NA,NA
2007-01-01,NA,32.6,109,92.1,9.7,88.8,108.4,NA,91.2,NA,NA,NA,72.4,48.7,106.3,120.3,27.7,177,111.3,171.9,102.1,NA,NA,NA
2007-02-01,NA,27.3,85.5272727272727,77.1,21.2,30,53.5,NA,66.9,NA,NA,NA,55.9,31,77.4,116.4,25.9,132.5,97.3,87.1,55.6,NA,NA,NA
2007-03-01,NA,92.4,156.32131147541,177.4,28.3,132.1,157.2,NA,183.4,NA,NA,NA,145.6,114.2,148.5,254.2,52.9,243,152.6,224.6,196.5,NA,NA,NA
2007-04-01,NA,23.6,73.8,88.5,1.8,103.8,119.2,NA,83.1,NA,NA,NA,72.2,32.6,55.2,114.6,25.5,84,74.3,173.3,74.9,NA,NA,NA
2007-05-01,NA,0,0,25.2,0,22.2,20,NA,19.6,NA,NA,NA,14.2,4.5,36.6,6.8,0,30.4,24.5,33,40.8,NA,NA,NA
2007-06-01,NA,0,0,0,0,0.9,0,NA,1.2,NA,NA,NA,0,0,0,0,0,0,0,8.3,0.7,NA,NA,NA
2007-07-01,NA,0,0,0,0,6,0,NA,7.6,NA,NA,NA,0,0,0,0,0,0,0,0,54.9,NA,NA,NA
2007-08-01,NA,0,0,0.3,0,6.9,0,NA,4.9,NA,NA,NA,0,0,0,0,0,0,0,2.3,11.9,NA,NA,NA
2007-09-01,NA,0.1,0,0,0,18.5,0,NA,17.6,NA,NA,NA,0,0,6.7,0,0,0,0,4,9.4,NA,NA,NA
2007-10-01,NA,9.2,30.3,29.4,0,111.1,48.2,NA,64.5,NA,NA,NA,22.3,6.6,52.2,17.4,0,46.9,37.2,80.4,123.6,NA,NA,NA
2007-11-01,NA,1.3,0,33.6,0,65.3,16.7,NA,92.9,NA,NA,NA,10.3,3.6,44.9,6.6,0,12.8,9.3,113.2,93.7,NA,NA,NA
2007-12-01,NA,6.1,27,24.1,2.5,72.7,46.5,NA,83.8,NA,NA,NA,24.4,4.1,39.5,35.1,4.5,81.5,50.6,47.6,82.2,NA,NA,NA
2008-01-01,NA,81.3,100,141.6,35.7,100.7,197.986666666667,NA,105.7,NA,NA,NA,107.8,51.1,108.8,116.5,24.5,175.1,164.7,107.9,104.8,NA,NA,NA
2008-02-01,NA,76.9,159.6,171.8,24.8,96.2,148.8,NA,108.8,NA,NA,NA,109.9,72.2,136,172.4,35,192,130.4,116.6,122,NA,NA,NA
2008-03-01,NA,145.7,107.9,132.2,41.7,105.7,92.2,NA,92.2,NA,NA,NA,88.2,137.9,100.7,230,33.9,167.9,107.8,124.3,81.1,NA,NA,NA
2008-04-01,NA,27.6,35.2,51.6,0,89.9,71,NA,39.7,NA,NA,NA,21.8,19,49.9,55,7.1,69.7,36.2,72,34.9,NA,NA,NA
2008-05-01,NA,0,0,0.2,0,28.8,1,NA,16.2,NA,NA,NA,0,0,0,0,0,0,0,7.9,30.4,NA,NA,NA
2008-06-01,NA,0,0,0,0,16.9,0,NA,14,NA,NA,NA,6.5,1.6,5.2,0.3,0,2,0,5.6,13.7,NA,NA,NA
2008-07-01,NA,0,0,0,0,2.3,0,NA,0.6,NA,NA,NA,0,0,0,0,0,0,0,13.6,0,NA,NA,NA
2008-08-01,NA,0,0,3.2,0,13.1,0,NA,1.7,NA,NA,NA,0,0,0,0,0,0,2,11.4,11.4,NA,NA,NA
2008-09-01,NA,0,0,2.3,0,27.7,2,NA,33.2,NA,NA,NA,0,0,2.8,0,0,30.5,0,16.2,39.4,NA,NA,NA
2008-10-01,NA,0.5,26.8,65.2524590163934,1,108.5,55.5,NA,97.1,NA,NA,NA,27.4,2.8,59.6,12.8,0,144.1,81.8,144.2,78.4,NA,NA,NA
2008-11-01,NA,25.6,27.4,35.5,8.3,84.1,39,NA,54.4,NA,41.5,NA,37.9,33.8,17.4,34.9,1.5,47.8,40.6,34.8,71.8,NA,NA,NA
2008-12-01,NA,11.6,56.1,87.9,1,61.1,43.5,NA,122.9,NA,61.6,93.6,52.5,10.1,83.4,44.5,1.9,91.7,77,51.1,53,NA,NA,NA
2009-01-01,NA,90.6,113.7,158.2,41.5,170.2,112.1,NA,167.6,NA,68.6,179.5,109.9,113.3,101,193.7,39.5,200,152.6,198.3,150.3,NA,NA,NA
2009-02-01,NA,137.9,126.4,184.1,40.1,100.1,177.6,NA,134.1,NA,74,145.3,144.3,173.3,104.5,201.4,37,211.2,155.4,118.8,165.2,NA,NA,NA
2009-03-01,NA,63.9,160.4,229.9,50.8,195.4,162.8,NA,150.4,NA,181,275.7,150.7,118.9,165.3,253,54.5,236.6,152.7,327.5,201.6,NA,NA,NA
2009-04-01,NA,29.7,71.5,80.8,0.8,93.1,105.8,NA,76.4,NA,33,88.7,57.4,46.6,78.1,84.8,17.3,72,85.5,121.2,122,NA,NA,NA
2009-05-01,NA,0,0,9.6,0,40.4,21.5,NA,43,NA,3.9,47.1,1.8,3.1,16.8,2.6,0.2,10.9,13,68.5,60,NA,NA,NA
2009-06-01,NA,0,0,0,0,18.6,0,NA,8.5,NA,0,0,0,0,0,0,0,0,0,4,2.3,NA,NA,NA
2009-07-01,NA,0,0,0.9,0,14.3,0,NA,12.7,NA,0,24.3,0,0,1.5,0,0,0,0,0,31.6,NA,NA,NA
2009-08-01,NA,0,0,2.7,0,9.8,0,NA,23.9,NA,14.3,25.6,1.8,0,7.5,0,0,1.3,0,16.4,27.7,NA,NA,NA
2009-09-01,NA,0,0,3,0,6.7,0,NA,37.9,NA,13.3,34.4,0,0,8.2,2.37931034482759,0,0,0,14.6,16.8,NA,NA,NA
2009-10-01,NA,2.1,73.1,59.7,1.7,93.7,14,NA,68.8,NA,34.1,110.1,61.8,13,54.2,48.4,1.4,86.5,59.2,147.2,36,NA,NA,NA
2009-11-01,NA,10,87.4,76.9,4.4,40.9,46,NA,111.6,NA,55.7,119.6,65.9,7.8,86.9,57.9,10.1,185.5,89.6,137.8,128.7,NA,NA,NA
2009-12-01,NA,12.6,51.5,94,0,110.9,93.2,NA,103.6,NA,144,260.4,52,24.3,92.4,98.2,2.5,199.8,139.7,157.9,110.3,NA,NA,NA
2010-01-01,NA,3.1,96,89,9.3,97.7,77,NA,99.4,NA,41.672131147541,133.2,90.5,35,60.1,62,8,108.1,90.9,124.9,108.2,NA,NA,NA
2010-02-01,NA,61,45.9,102.7,11.5,103.6,91.4,NA,115.6,NA,22.9,122.9,57.6,31,57.3,94.6,7.5,87.8,45.7,92.8,101.4,NA,NA,NA
2010-03-01,NA,37.6,85,122.3,0,128.9,103.6,NA,145.7,NA,52.7,193,98.9,39.8,117,144.9,14.2,167.5,106.2,180.8,123.6,NA,NA,NA
2010-04-01,NA,19.7,37.5,36.5,0,33.3,47.2,NA,66.5,NA,10.1,68.6,40.8,0,29.9,47,0.915254237288136,68.3,51,85.4,50.1,NA,NA,NA
2010-05-01,NA,1,0,0,0,22.6,0,NA,13.7,NA,0,5.1,0.4,0,0,2.8,0.2,15.5,7.6,25.3,5.4,NA,NA,NA
2010-06-01,NA,0,0,0.5,0,2.9,4.5,NA,8.4,NA,4.9,0,2.4,0,2.9,0,0,0,0,9.2,5.8,NA,NA,NA
2010-07-01,NA,0,0,0,0,12,0,NA,6.7,NA,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA
2010-08-01,NA,0,0,0.3,0,2.5,0,NA,5.2,NA,4.7,0,1.1,0,0,0,0,0,0,6.3,0,NA,NA,NA
2010-09-01,NA,1.1,3.4,29,0,32.1,19,NA,14,NA,5.3,66.5,5.7,0,13.7,5.9,0.3,12.7,4.6,37.9,12.1,NA,NA,NA
2010-10-01,NA,0,7.5,8.7,0,57.4,24.5,NA,79.4,NA,23.5,53.6,9.1,0,20.7,7.1,4.26885245901639,27.4,15.6,49.7,74.1,NA,NA,NA
2010-11-01,NA,6.5,27.8,56,0,83.7,42.4,NA,151.9,NA,49.1,104.8,28.5,0,45.7,35,8.8,76.2,44.7,92,110.2,NA,NA,NA
2010-12-01,NA,24.2,134.4,181.2,5.8,96.1,136.8,NA,128.5,NA,72.5,227.5,107.4,65.2,123.2,131.8,15.7,194.4,123,167.9,148.7,NA,NA,NA
2011-01-01,NA,40.7,163.1,163.6,27.1,102.6,146,NA,122,NA,145.2,180,108.4,62.3,145.6,123.2,12.5,NA,131.7,118.4,243.2,NA,NA,NA
2011-02-01,NA,25.4,84,92.4,2.5,91.5,57.5,NA,139.7,NA,109,135.8,44,40.6,60.9,110.4,0,NA,85.9,98.8,101.6,NA,NA,NA
2011-03-01,NA,36.4,61.1,149,10.4,126.7,131.4,NA,159.3,NA,69.6,220.7,90.4,37.7,133.4,126.2,9.5,NA,116,155,206.5,NA,NA,NA
2011-04-01,NA,25.8,48.6,102,9.3,129.3,97.5,NA,91.6,NA,56.6,47.8,51.1,33.1,63.4,119.3,11.2,NA,47.3,125.4,100.8,NA,NA,NA
2011-05-01,NA,0,0,0.6,0,10.4,0,NA,27.4,NA,5.3,45.2,0,0,5.6,0,0,NA,1.2,16.3,4.1,NA,NA,NA
2011-06-01,NA,0,0,0.7,0,0,0,NA,3.5,NA,4.6,0,0,0,0.6,0,0,0.4,0,1.2,0,NA,NA,NA
