dates,ACO_155106,AMBAR_151211,ANDAJES_155201,CAJATAMBO_000540,CHAMANA_150900,CHAVIN_000445,CHIQUIAN_000538,COCHAQUILLO_000545,DOS DE MAYO_004450,GORGOR_151208,LAGUNA COCHAQUILLO_155291,LAGUNA SURASACA_155206,MAYORARCA_150903,OCROS_155105,OYON_000541,PACCHO_155200,PAMPA LIBRE_155107,PARQUIN_155212,PICOY_000542,RECUAY_000441,YANAHUANCA_000475,PACHACOTO_155414,QUEROCOCHA_000429,SHACAYPAMPA_155411
2011-07-01,NA,0,0,3,0,8.7,0,NA,11.4,NA,1.2,19.3,NA,0,NA,0.3,NA,0.3,0,16.6,16.9,NA,NA,NA
2011-08-01,NA,0,0,3.1,0,2.2,0,NA,1.4,NA,14.1,11,0,0,0,0,0,2.4,0,4.9,4,NA,NA,NA
2011-09-01,NA,0,0.8,4.6,0,30.7,0,NA,37.7,NA,25.5,38,0.2,0,6.4,0,0,31.8,0,11.6,15.6,NA,NA,NA
2011-10-01,NA,0.5,2.1,12.7,0,49.7,9,NA,74.9,NA,22.4,48.5,0.6,0,22.4,1.9,0,22.3,6.2,17.3,80,NA,NA,NA
2011-11-01,NA,7.5,41.5,84,5.5,80.5,69.5,NA,75.3,NA,22.1,115.8,35.3,16.8,79.7,51.8,13.2,121,74.4,95.2,87.5,NA,NA,NA
2011-12-01,NA,24.6,84.7,169.5,18.3,117.1,150.9,NA,135.3,NA,72.9,211.4,111.2,45.1,129.9,134,13.3,181.6,120.9,162.1,214.7,NA,NA,NA
2012-01-01,NA,19.2,36.5,104.3,5.1,87.9,115.5,NA,139.4,NA,27,126.3,69.2,22,80.4,77.8,0.9,119.4,63.1,162.2,82.2,NA,NA,NA
2012-02-01,NA,82.2,135.3,156.9,30.8,121.3,156.4,NA,224,NA,135.7,211.5,101.3,113,134.6,181.5,35.5,189,136.3,142.6,178.4,NA,NA,NA
2012-03-01,NA,70.6,143.3,149.5,31.5,90,161.3,NA,126,NA,114.6,190.2,104.9,123.1,91.5,157.5,24.6,178.2,115.7,141.3,91.3,NA,NA,NA
2012-04-01,NA,41.1,85,112.2,1.8,120.3,105.2,NA,139.5,NA,107.1,158.2,81,53.9,113.9,138.2,16.4,153.3,121.8,153.4,137.8,NA,NA,NA
2012-05-01,NA,0,0,5.2,0,21.6,17,NA,24.2,NA,4.9,35.6,5.7,0,1.8,0,0,8.7,0,15.6,8.5,NA,NA,NA
2012-06-01,NA,0,0,0.1,0,7.8,0,NA,16.1,NA,5.6,0,0,0,2.7,0,0,0,0,14.5,30.4,NA,NA,NA
2012-07-01,NA,0,0,0,0,0,0,NA,0.8,NA,0,10.4,0,0,0,0,0,0,0,0,16.3,NA,NA,NA
2012-08-01,NA,0,0,0,0,5.3,0,NA,24.8,NA,9.5,0,0,0,0,0,0,0,0,0,2.2,NA,NA,NA
2012-09-01,NA,2.1,12.3,21.7,1.6,20.5,28,NA,27.7,NA,13.1,73,15.3,5.5,34.1,10.5,0,43.3,15.4,30.8,51.1,NA,NA,NA
2012-10-01,NA,8.4,21.9,42.5,10,56.2,23.5,NA,56.5,NA,44,92.6,19.6,30.8,35.2,25.2,0.7,61.5,21.6,49.9,59.1,NA,NA,NA
2012-11-01,NA,2.9,38.8,75.9,1.5,62.8,68.3,NA,86.7,NA,80.5,111.3,44.7,14.3,46.5,41,1.1,77,55.5,NA,130.7,NA,NA,NA
2012-12-01,NA,17.1,63.7,74.1,0,123.5,104.5,NA,231.4,NA,106.8,176.1,54.2,28,89.3,74,0.9,165.6,103.8,152.1,187.4,NA,NA,NA
2013-01-01,NA,15.4,52.2,50.6,0.5,78.2,73,NA,114.6,NA,78.6,133,48,13,55.8,30.7,2.2,111.9,78.3,69.1,160.6,NA,NA,NA
2013-02-01,NA,68.3,116.9,171.3,5.7,120,159,NA,179.5,NA,82.8,140.2,134.5,141.1,88.4,195.898181818182,24.4,195.3,126.2,131.2,125.1,NA,NA,NA
2013-03-01,NA,62.3,127.2,166.1,29.8,117.7,200.8,NA,149,NA,259.676666666667,171.4,157.1,144.7,115,189,25.6,209,143.6,223.2,170.2,NA,NA,NA
2013-04-01,NA,9.7,12.5,31.9,0,55,27.5,NA,60.8,NA,14.7,36.4,20.7,3.2,21.6,5.9,0,37,37.9,74,35.2,NA,NA,NA
2013-05-01,NA,0.1,12,15.3,0,37.2,16,NA,40.2,NA,4.6,36.8,1,2.6,17.5,15.9,1.5,23.5,14.3,23.6,25.2,NA,NA,NA
2013-06-01,NA,0,0,0,0,2.8,0,NA,15.5,NA,0,11.7,0,0,0.4,0,0,0,0,1.2,15.4,NA,NA,NA
2013-07-01,NA,0,0,1.1,0,8,0,NA,27,NA,0,0,0.7,0,2.6,0,0,0,0,2,9.3,NA,NA,NA
2013-08-01,NA,0,0,2.2,0,29.4,0,NA,43.2,NA,24.6,15.2,0,0,8.5,0.6,0,6.9,3.4,12.6,13.9,NA,NA,NA
2013-09-01,NA,0,0,0.1,0,18.5,3,NA,30.7,NA,39.5,20.8,0,0,1.4,0,0,7.1,0,23.2,19.1,NA,NA,NA
2013-10-01,NA,2.4,42.6,76.3,1.1,71.8,77.5,NA,102.7,NA,136.8,113.3,62.8,20.5,80.6,33,2.2,81.9,57.3,90.4,90.9,NA,NA,NA
2013-11-01,NA,4.4,16.7,50.7,0,61.9,45.5,NA,104.6,NA,35.2,76.2,24.7,3.7,49,16.4,0,33.3,24.5,68.1,80.7,NA,NA,NA
2013-12-01,NA,6.2,72.7,95.7,0,87.4,113.5,NA,120.8,NA,20.6,135.9,62.8,10.6,75.5,60.9,0.3,119,71.3,131.1,102.1,NA,NA,NA
2014-01-01,NA,51.6,63.7,124.7,17,76.4,104.5,NA,128.9,NA,52.6,191,87.5,29.3,95.1,97,3,146.9,113.1,94,195.4,NA,NA,NA
2014-02-01,NA,30,71.3,123.7,18.2,129.4,164.9,NA,233.86,NA,46.7,208.8,76.8,39.4,125.3,95.1,12,147.3,95,176.4,158.5,NA,NA,NA
2014-03-01,NA,83.8,107.4,180.5,40.1,130.8,174.5,NA,190.1,NA,77.3,169.1,156.5,76.4,133.5,158,4.2,183.6,110.7,234.6,146.4,NA,NA,NA
2014-04-01,NA,7.3,36.6,46.2,0.8,70.4,7,NA,81,NA,112.8,68.1,35.7,15.2,29,52.4,0.4,72.2,43.2,99.9,78.6,NA,NA,NA
2014-05-01,NA,0,1,25.6,0,42.1,19.2,NA,63.1,NA,48.7,39.5,16.9,0,19.6,10.3,0,30,16.3,46.6,56,NA,NA,NA
2014-06-01,NA,0,0,0,0,2.6,0,NA,3.4,NA,0,0,0,0,0,0,0,1.5,0,4.7,16.7,NA,NA,NA
2014-07-01,NA,0,0,0,0,1.1,0,NA,12.4,NA,5.7,13.3,0,0,0,0,0,5.1,0,3.9,19.7,NA,NA,NA
2014-08-01,NA,0,0,0.8,0,0,0,NA,4.4,NA,22.9,20.8,2.1,0,1.8,0,0,2.5,0,3.5,8,NA,NA,NA
2014-09-01,NA,1.1,1.5,12.6,0,35.6,0,NA,76.7,NA,37,56.2,14.9,1.6,15.5,3.1,0,30.4,6.5,23.9,33.8,NA,NA,NA
2014-10-01,NA,3.4,3.2,23.8,0,79.5,0,NA,61.2,NA,83.3,88,15.6,0,50.6,4.9,4.4,60.4,35.1,41.8,49.7,NA,NA,NA
2014-11-01,NA,16.5,31,56.7,0,63.9,0,NA,70.2,NA,33.1,65.8,32.9,27.6,37.9,53.6,0,60.7,24.9,51.4,109.5,NA,NA,NA
2014-12-01,NA,7.1,103.8,125,11.1,97.8,66.9,NA,158.4,NA,148,134,107,46.8,135.1,123,9.2,183.7,93.9,215.2,190.2,NA,NA,NA
2015-01-01,NA,23.1,88.7,121.9,15.5,132.4,71.9,NA,150.7,NA,66.2,161.8,96.7,72.5,102,172.2,5.8,239.9,110.2,146.1,206.7,NA,NA,NA
2015-02-01,NA,38.1,67.3,74.7,16.2909090909091,73,12.1,NA,120.8,NA,101.2,135.6,78.8,74.3,62.5,143.6,10,125.6,82.9,82.4,152.930909090909,NA,NA,NA
2015-03-01,NA,160.3,135.8,125.7,10.3672131147541,120.6,71.9,NA,113.2,NA,152.7,201.9,255.2,172,69.5,205.9,34.9,182.6,92.5,183.4,180.613114754098,NA,NA,NA
2015-04-01,NA,8.2,52.4,57.2,0,61,31,NA,81.8,NA,63.7,111.7,132.1,37.4,48.9,70.4,1.2,109.6,69.3,103,172.7,NA,NA,NA
2015-05-01,NA,0,4.8,16.9,0,83.8,29.4,NA,104,NA,49.5,62.3,55.7,0,6.6,0.6,0,52.9,8.7,34.1,44.5,NA,NA,NA
2015-06-01,NA,0,0,0.8,0,9.3,0,NA,4.7,NA,15.7,4,9.1,0,3.4,0,0,1.3,0,2,10.6779661016949,NA,NA,NA
2015-07-01,NA,0,0,0.1,0,1.4,0,NA,4,NA,0,0,0,0,0,0,0,1.2,0,2.4,0,NA,NA,NA
2015-08-01,NA,0,4.5,2.3,0,6.7,0,NA,5.3,NA,15.1,9.3,4.9,0,7.7,5.79344262295082,0,3.8,0,2.5,NA,NA,NA,NA
2015-09-01,NA,0,0,1.6,0.2,32.9,0,NA,17.5,NA,35.3,10.3,1.2,3.2,2.8,0,0,4.4,0,21.2,NA,NA,NA,NA
2015-10-01,NA,4.7,19.6,26.7,8,56.6,0,NA,54.6,NA,8.6,67.6,28.5,3.8,22.6,6.3,0,32,8.2,38.6,NA,NA,NA,NA
2015-11-01,NA,2.5,12.6,31.1,1,108.4,19,NA,106.5,NA,17.2,126.2,114.3,7.1,50,20.3,0,34.4,4.4,89.1,NA,NA,NA,NA
2015-12-01,NA,8.4,50.6,113,20,88,43,NA,106.8,NA,76.1,156.8,234,49.7,82.8,82.1,0.4,138.9,85.7,81.2,NA,NA,NA,NA
2016-01-01,NA,17.4,25.7,35.3,9.4,45,9,NA,91,NA,47.1,50.1,56.4,14,25.8,42.4,6.1,98.1,50,51.3,94.5,NA,NA,NA
2016-02-01,NA,33.6,63.3,147,22,114.3,64.1,NA,151.5,NA,86.2,135.5,222.6,55.8,94.4,143.6,11.8,172,125.7,156,108.8,NA,NA,NA
2016-03-01,NA,42.6,71.3,87.1,11.6,82.4,72,NA,78.7,NA,27.7,152.9,194.8,50.5,88.3,136.5,6.1,156.5,39.1,130.7,82.5311475409836,NA,NA,NA
2016-04-01,NA,17.8,20.3,57.9,0,63.5,74.2,NA,124.5,NA,38.7,80.5,88.7,20.2,36.7,39.2,0.4,74.1,10.1,52.8,45.1,NA,NA,NA
2016-05-01,NA,0,0,7.5,0,10,0,NA,18.4,NA,8.3,14,11.2,0,1.1,0,0,1.5,0,16.8,6.3,NA,NA,NA
2016-06-01,NA,0,0,0.8,0,4.7,0,NA,2.7,NA,5.5,16.4,0,0,1,0,0,0,0,0,6.3,NA,NA,NA
2016-07-01,NA,0,0,0,0,2.3,0,NA,0.7,NA,0,9.8,0,0,1.6,0,0,0,0,0,16.3,NA,NA,NA
2016-08-01,NA,0,0,0.3,0,5.9,0,NA,38.5,NA,0,2.2,0,0,4,0,0,0,0,2.4,26,NA,NA,NA
2016-09-01,NA,2.8,12,18.9,0,27.4,4,NA,25.3,NA,26.2,60.5,8.6,7.2,15,4.7,0,19.1,12.4,46.9,38.4,NA,NA,NA
2016-10-01,NA,0,0,11.9,0,74.1,8.2,NA,92,NA,62.2,66.3,5.7,0,29.4,0,0,23.2,9.3,65.4,66.9,NA,NA,NA
2016-11-01,NA,0,0,0,0,23.5,0,NA,72.8,NA,0,3.7,0,0,5.6,0,0,0,0,8.4,30.2,NA,NA,NA
2016-12-01,NA,6.9,24.7,81.7,19.5,105.3,66.6,NA,105,NA,17.1,133.6,93.1,40.8,84.9,49,4.4,110.2,66.3,144.7,148.4,NA,NA,NA
2017-01-01,NA,132.9,123.8,191.5,84,132.3,142.1,NA,141.8,NA,111.2,198.6,183.4,127.9,130,205.3,29.3,190.1,64.5,117.5,232.4,NA,NA,NA
2017-02-01,NA,106.6,140,218.5,64.6,88.2,132.4,NA,118.9,NA,243.3,178.3,279.9,164.2,128.3,303.5,44.7,197.3,139.4,191.2,131.141818181818,NA,NA,NA
2017-03-01,NA,254.8,190.7,295.3,93,156.9,294.4,NA,149.2,NA,169.8,246.9,465.3,259.9,181.4,388.1,94.5,269.6,170.4,292.8,283,NA,NA,NA
2017-04-01,NA,17.5,9,77.8,0,98.8,43.9,NA,75,NA,59.1,123.6,82.9,18.2,60.5,61.4,1,53.4,38,177.9,114,NA,NA,NA
2017-05-01,NA,0,2,41.5,0,29.8,52.1,NA,39.9,NA,136.9,47.3,43.9,0,32.6,3.8,2,41.5,17.5,73.1,70.9,NA,NA,NA
2017-06-01,NA,0,0,1.6,0,10.4,0,NA,18.8,NA,0,0,3,0,0.4,0,0,0,0,4.4,22.1694915254237,NA,NA,NA
2017-07-01,NA,0,0,0,0,0.9,0,NA,4,NA,0,0,0,0,0,0,0,0,0,0,6.1,NA,NA,NA
2017-08-01,NA,0,0,0.1,0,8.1,0,NA,23.1,NA,13.7,5.6,0,0,2.7,0,0,0,0,3.9,22.3,NA,NA,NA
2017-09-01,NA,0,9.5,5.3,0,16.1,18.2,NA,14.7,NA,25,22.9,13.9,0,6.4,2.9,0,8.1,0,33.1,119.2,NA,NA,NA
2017-10-01,NA,3.9,27.5,45.6,1.4,54.7,35.7,NA,64,NA,48.9,56.9,29.6,13.6,36.9933333333333,23.4,0.9,84.7,47.5,82.7,74.8,NA,NA,NA
2017-11-01,NA,2.7,9,14.2,0.6,64.6,0,NA,125.7,NA,26.9,59.5,16.7,7.2,20.1,9.9,1.8,23.2,7.4,47.8,115,NA,NA,NA
2017-12-01,NA,1.2,20.1,50.5,2.4,72.8,74,NA,140.9,NA,40.1,137.3,52.2,0,52.3,33.7,0.6,80.4,45.8,156.9,128.8,NA,NA,NA
2018-01-01,NA,40,75.5,139.6,16.9,131.3,112.7,NA,177.6,NA,90.7,148.1,171.3,82,108.5,78.2,7.6,172.3,54.5,181.1,171.5,NA,NA,NA
2018-02-01,NA,38.7,44.5,73.6,22.9,63.9,92.5,NA,124,NA,49.5,111.2,68.5,41.8,82,73.7,3.2,126.3,79.9,94.7,235.8,NA,NA,NA
2018-03-01,NA,42.6,60.7,209.7,14.4,128.3,116.2,NA,132.1,NA,111.8,172.7,313.3,64.4,120.3,179,14.5,177.9,107.6,248.7,158.8,NA,NA,NA
2018-04-01,NA,35.2,16.6,78.3,2.3,102.5,48.4,NA,88.2,NA,56.7,143.1,133,47.3,65,80.1,3.6,70,42.3,152.5,123.7,NA,NA,NA
2018-05-01,NA,3.1,0,19.2,0.6,42,2,NA,50.1,NA,18.6,37,44,0,8.6,9.2,0.2,29.6,2,57.6,37.1,NA,NA,NA
2018-06-01,NA,2.7,4,4.4,0.4,13.2,0,NA,2.6,NA,11.2,16.7,1.8,0,3.3,4.2,0,3.2,0,7.5,30.5,NA,NA,NA
2018-07-01,NA,0,0,0.1,0,6.6,0,NA,6.6,NA,12,6.6,0,0,1,0,0,0.7,0,0,19.4,NA,NA,NA
2018-08-01,NA,0,0,0,0,6.2,NA,NA,14.3,NA,2.8,15.4,0,0,0,0,0,1.9,0,5.5,NA,NA,NA,NA
2018-09-01,NA,0,0,4.5,0,30,NA,NA,49.5,NA,5.9,28.8,0,0,10,1.7,0,8.1,2,17.2,NA,NA,NA,NA
2018-10-01,NA,2,13.4,27.2,0.6,100.8,12,NA,113.5,NA,27.1,86.9,43.2,12.2,35.1,18.6,0,38.7,24.8,77.1,NA,NA,NA,NA
2018-11-01,NA,1.2,8.2,35.7,4.5,54.7,22.3,NA,74.2,NA,5,81.8,51.6,0,33.6,27.4,0.8,40.2,30.2,111.4,91.5,NA,NA,NA
2018-12-01,NA,0.5,47,73.6,1.8,82.9,20.6,NA,80.2,NA,31.4,83.8,53.2,8.5,88.2,34.4,4.4,53.9,38,116.4,156.422950819672,NA,NA,NA
2019-01-01,NA,42.7,109.6,141.3,8.6,129.2,137.8,NA,156.9,NA,72.2,177,160,66.8,153.7,147.5,23.4,166.4,72.3,127.9,166.7,NA,NA,NA
2019-02-01,NA,76.9,116,166.8,46.8,147.2,97.5,NA,171.2,NA,60.2,188.9,169.2,125.9,115.2,211.3,47.1,183.9,102.2,180.3,163.825454545455,NA,NA,NA
2019-03-01,NA,31,92.9,136.9,4.1,158.4,193.9,NA,157,NA,67.8,181.2,157.4,46.6,98.6,145.6,2.9,148.3,76.3,161.5,144.7,NA,NA,NA
2019-04-01,NA,4.9,21.4,27.3,0,52.7,46.3,NA,55.2,NA,30.1,102.8,40,0,38,48.6,0.6,28,16,75.1,40.3,NA,NA,NA
2019-05-01,NA,0.7,0,6.4,0,24,9.2,NA,14.6,NA,3.8,23.9,12.9,0,13.6,6.8,0,10.1,2,26.5,19.8,NA,NA,NA
2019-06-01,NA,0,0,2,0,13.6,0,NA,13.2,NA,5.1,6.4,0,0,3.3,0,0,0.5,0,11.3,6,NA,NA,NA
2019-07-01,NA,0,0,0.813114754098361,0,2.3,0,NA,4.8,NA,0,15.6,0,0,1.82950819672131,0,0,0,0,1.62622950819672,3.1,NA,NA,NA
2019-08-01,NA,0,0,0,0,1,0,NA,0,NA,9.3,0,0,0,0,0,0,0,0,0,4.2,NA,NA,NA
2019-09-01,NA,2.8,0,39.3,0.8,42.2,3.2,NA,17.2,NA,43.8,46,9.1,19.2,12.6,3.8,0,28.6,9,23.3,20.7,NA,NA,NA
2019-10-01,NA,2.5,6.5,15.4,0,70.2,16.1,NA,74.2,NA,38.3,60.5,31.9,16.6,30.6,10.4,0,45.3,20.3,49.5,34,NA,NA,NA
2019-11-01,NA,0.2,17.1,30.6,0,60.8,26.8,NA,111.2,NA,71.2,97.2,24.9,0,31.4,14.1,0,62.6,46.4,88,55.6,NA,NA,NA
2019-12-01,NA,9.9,80.1,129.7,0.7,109,148.7,NA,240.5,NA,49.3,258.6,172.7,17.5,115.3,101.3,16.6,215,81.6,217.4,161,NA,NA,NA
2020-01-01,NA,53.3,25.1,79.9,3,54.5,44.6,NA,99.6,NA,78.2,104,108.1,37.5,47.2,107.3,5,131.1,45.5,86.4,69.3,NA,NA,NA
2020-02-01,NA,25.7,52.8,96.7,9,61.2,103.8,NA,74,NA,64.6140350877193,65.1,142.8,44.7,78.2,92.5,7.93684210526316,110.9,36.2245614035088,102,88.3,NA,NA,NA
2020-03-01,NA,NA,56.9180327868852,NA,NA,NA,NA,NA,91.2,NA,NA,57.6295081967213,116.275409836066,59.5606557377049,NA,NA,NA,157.439344262295,NA,NA,78.8,NA,NA,NA
2020-04-01,NA,NA,NA,NA,NA,NA,NA,NA,27.3559322033898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA
2020-05-01,NA,NA,NA,NA,NA,NA,NA,NA,51.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2,NA,NA,NA
2020-06-01,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA
2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA
2020-08-01,NA,NA,NA,NA,NA,NA,0,NA,20.7,NA,NA,NA,1,0,NA,NA,NA,0.2,NA,NA,0,NA,NA,NA
2020-09-01,NA,NA,NA,5.8,NA,NA,6.2,NA,27.5,NA,NA,NA,8.6,3.2,NA,NA,NA,19.1,NA,NA,28.1694915254237,NA,NA,NA
2020-10-01,NA,NA,NA,21.6,NA,NA,14,NA,52.6,NA,NA,NA,51.2,0,14.1,NA,NA,25.7,NA,NA,35.2,NA,NA,NA
2020-11-01,NA,NA,NA,27.8,NA,NA,27.5,NA,58.4,NA,NA,NA,20.8,17.7,29.7,NA,NA,64.9,NA,NA,51,NA,NA,NA
2020-12-01,NA,NA,NA,211.9,NA,NA,133.8,NA,141.7,NA,NA,NA,212.4,101.3,165.570491803279,NA,NA,190.2,NA,NA,84.8,NA,NA,NA
2021-01-01,NA,NA,NA,255.4,NA,NA,146.7,NA,180.9,NA,63.5245901639344,NA,297.8,109,NA,NA,NA,226.9,NA,NA,155.5,NA,NA,NA
2021-02-01,NA,NA,NA,36.8,NA,NA,74,NA,62.9,NA,NA,NA,68,8.8,NA,NA,NA,56.9,NA,NA,51,NA,NA,NA
2021-03-01,NA,NA,NA,181.4,NA,NA,126.9,NA,156,NA,NA,NA,251.7,100.5,NA,NA,NA,218.7,NA,NA,109.9,NA,NA,NA
2021-04-01,NA,NA,NA,48.1016949152542,NA,NA,57.6610169491525,NA,85.2,NA,30.7118644067797,NA,128.2,30.5,NA,NA,NA,59.6,NA,NA,75.1,NA,NA,NA
2021-05-01,NA,NA,NA,NA,NA,NA,NA,NA,19.2,NA,NA,NA,0,0,NA,NA,NA,6.7,NA,NA,16.1,NA,NA,NA
2021-06-01,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,35.7,NA,NA,NA
2021-07-01,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,3.5,NA,NA,NA
2021-08-01,NA,NA,NA,NA,NA,NA,NA,NA,15.8,NA,NA,NA,1.3,0,NA,NA,NA,9.9,NA,NA,7.8,NA,NA,NA
2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,2.1,1,NA,NA,NA,20.4,NA,NA,34.6,NA,NA,NA
2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA,71.2,NA,NA,NA,107,29.4,NA,NA,NA,77.4,NA,NA,7.8,NA,NA,NA
2021-11-01,NA,NA,NA,NA,NA,NA,NA,NA,134.5,NA,82.5,NA,66.9,14.2,NA,NA,NA,71.2,NA,NA,93.3,NA,NA,NA
2021-12-01,NA,NA,NA,NA,NA,NA,NA,NA,89.544262295082,NA,46.6524590163934,NA,91.3737704918033,28.3573770491803,NA,NA,NA,77.9573770491803,NA,NA,76.7377049180328,NA,NA,NA
