dates,ACO_155106,AMBAR_151211,ANDAJES_155201,CAJATAMBO_000540,CHIQUIAN_000538,GORGOR_151208,LAGUNA SURASACA_155206,MAYORARCA_150903,OCROS_155105,OYON_000541,PAMPA LIBRE_155107,PACHACOTO_155414,QUEROCOCHA_000429,SHACAYPAMPA_155411
1970-01-01,94.6,NA,147.7,NA,145.2,NA,NA,NA,NA,116.8,NA,113,212.8,111.9
1970-02-01,8.8,NA,43.2,NA,91.2,NA,NA,NA,NA,52.1,NA,89.3,129.5,46.2
1970-03-01,25.7,NA,88.7,NA,114.7,NA,NA,NA,NA,102,NA,83.8,105.2,90.8
1970-04-01,17.7,NA,53.8,NA,100.4,NA,NA,NA,11.3,72.5,NA,75.9,135.3,85.7
1970-05-01,10.1,NA,16.9,NA,44.3,NA,NA,NA,3.3,23,NA,36.5,72.6,42.5
1970-06-01,0,NA,0.3,NA,6.1,NA,NA,NA,1.7,2.1,NA,0,NA,0
1970-07-01,0,NA,0.5,NA,0.4,NA,NA,NA,0,4.8,NA,0,12.5,0
1970-08-01,0,NA,0.2,NA,5.4,NA,NA,NA,0,7.3,NA,4.9,7.5,7.3
1970-09-01,9,NA,32.1,NA,68.1,NA,NA,NA,0,53,NA,84.5,109.1,58.9
1970-10-01,0.3,NA,32.3,NA,69.2,NA,NA,NA,10.1,59.4,NA,40.7,123.5,60.2
1970-11-01,8.8,NA,35.9,NA,65.3,NA,NA,NA,12.2,42.8,NA,59,108,73.4
1970-12-01,9.8,NA,68,NA,133.6,NA,NA,NA,6.8,103.570491803279,NA,56.4,191.4,131.2
1971-01-01,29.5,NA,59.5,NA,76,NA,NA,NA,17.2,93.2032786885246,NA,59,149.8,61.1
1971-02-01,29.9,NA,122.1,NA,150.8,NA,NA,NA,47.5,121.1,NA,117.3,170.9,138.6
1971-03-01,39.7,NA,169,NA,185.6,NA,NA,NA,84.4,154.1,NA,133.7,240,153.1
1971-04-01,11.9,NA,26.6,NA,44.4,NA,NA,NA,21.1,39.5593220338983,NA,27.9,87,38.3
1971-05-01,0,NA,0,NA,6.1,NA,NA,NA,2.1,4.47213114754098,NA,0,31.2,7.3
1971-06-01,0,NA,NA,NA,0.5,NA,NA,NA,0,1.42372881355932,NA,0,27,0
1971-07-01,0,NA,NA,NA,0,NA,NA,NA,0,0.304918032786885,NA,0,6.7,0
1971-08-01,0,NA,NA,NA,48.2,NA,NA,NA,0,16.1606557377049,NA,16.5,49.6,29.8
1971-09-01,0,NA,0.2,NA,17.4,NA,NA,NA,0,5,NA,0,38.8,9.7
1971-10-01,7.3,NA,18.2,NA,42.1,NA,NA,NA,7.7,45.6360655737705,NA,25,97.7,24.9
1971-11-01,5.4,NA,7.9,NA,20.5,NA,NA,NA,5,46.3,NA,56.5,74.4,49.8
1971-12-01,13.5,NA,65.8,NA,120.2,NA,NA,NA,24.3,111.803278688525,NA,91.2,174.2,108.1
1972-01-01,41.4,NA,109.1,NA,NA,NA,NA,NA,64.8,88.2,NA,69.8,161.4,90
1972-02-01,34.6,NA,86,NA,135.536842105263,NA,NA,NA,87.6,72.7,NA,52.9,164.4,128.8
1972-03-01,156.8,NA,250.9,NA,NA,NA,NA,NA,204.9,203.9,NA,338.4,252.4,287.1
1972-04-01,7.4,NA,51.1,NA,NA,NA,NA,NA,18.7,93.5593220338983,NA,45.5,NA,104.4
1972-05-01,0,NA,0,NA,NA,NA,NA,NA,0,0.101639344262295,NA,6.1,54.8,14.6
1972-06-01,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,16.7,0
1972-07-01,0,NA,NA,NA,NA,NA,NA,NA,1.5,0,NA,0,0.5,0
1972-08-01,0,NA,NA,NA,NA,NA,NA,NA,0,11.8918032786885,NA,6.1,14.8,7.7
1972-09-01,0,NA,NA,NA,NA,NA,NA,NA,1.3,31.5,NA,6.6,28,9.7
1972-10-01,4.3,NA,16.872131147541,NA,NA,NA,NA,NA,5.6,38.2,NA,21.9,49.3,20
1972-11-01,3.4,NA,NA,NA,NA,NA,NA,NA,14.8,32.5,NA,27.3,46.9,15.2
1972-12-01,25.6,NA,61.7,NA,87.0254545454546,NA,NA,NA,54.6,55.5,NA,57.3,109,48.6
1973-01-01,44.7,NA,141.4,NA,244.9,NA,NA,NA,110.2,117.901639344262,NA,89.4,145.2,86.3
1973-02-01,28.5,NA,105.4,NA,183,NA,NA,NA,30.3,101.8,NA,86.4,189,122.2
1973-03-01,34.7,NA,144.1,NA,217.9,NA,NA,NA,74.9,116.3,NA,122.1,176.4,143.9
1973-04-01,12.4,NA,77.6,NA,128.4,NA,NA,NA,18,94.8,NA,100.9,135.5,97.2
1973-05-01,0,NA,23,NA,13.9,NA,NA,NA,7.2,45.3311475409836,NA,24.3,28.5,41.9
1973-06-01,0,NA,0,NA,0,NA,NA,NA,0,1.32203389830508,NA,2.4,20.4,41.9
1973-07-01,1.3,NA,6.7,NA,0,NA,NA,NA,1.4,6.91147540983606,NA,0,3.1,0
1973-08-01,4,NA,3.7,NA,7,NA,NA,NA,1.5,9.14754098360656,NA,3,18.5,0
1973-09-01,5,NA,21.8,NA,44.8,NA,NA,NA,7.1,48.2033898305085,NA,43.1,67.4,42.6
1973-10-01,14.5,NA,54.7,NA,78.6,NA,NA,NA,12.8,26.3245901639344,NA,80.8,174.3,145.9
1973-11-01,4.5,NA,16.5,NA,91.7,NA,NA,NA,3.1,44.5423728813559,NA,122.1,100.9,98.3
1973-12-01,24.9,NA,94.9,NA,125.1,NA,NA,NA,44.3,134.5,NA,127,184.4,127.6
1974-01-01,21.4,NA,52.1,NA,126.9,NA,NA,NA,45.8,83.8,NA,140.4,206.3,161.9
1974-02-01,68.4,NA,136.8,NA,209.5,NA,NA,NA,88.2,119.6,NA,229.2,247.1,128.8
1974-03-01,28.6,NA,95,NA,137.4,NA,NA,NA,15.8,109.567213114754,NA,189,200.3,145.9
1974-04-01,3.7,NA,14.1,NA,37.9,NA,NA,NA,5,32.3,NA,37.7,109.7,65
1974-05-01,0,NA,1.8,NA,0,NA,NA,NA,0,3.76065573770492,NA,0,13.9,0
1974-06-01,0,NA,0.2,NA,9.2,NA,NA,NA,0,5.1,NA,0,29.3,0
1974-07-01,0,NA,0,NA,0,NA,NA,NA,0,2.1,NA,0,4.1,0
1974-08-01,0,NA,1.3,NA,0,NA,NA,NA,0,26,NA,0,8.2,0
1974-09-01,0,NA,0.9,NA,NA,NA,NA,NA,0,3.6,NA,0,60.6,0
1974-10-01,0,NA,15.7,NA,NA,NA,NA,NA,3.1,13.5,NA,3,69.3,16.4
1974-11-01,0.2,NA,22.3,NA,NA,NA,NA,NA,0,34.9,NA,17,66.8,28.6
1974-12-01,7,NA,20.5,NA,NA,NA,NA,NA,4,41.7,NA,35.2,86.7,52.3
1975-01-01,19.1,NA,133.7,NA,NA,NA,NA,NA,64.5,127.4,NA,109.4,160.3,62.6
1975-02-01,29.9,NA,96.2,NA,NA,NA,NA,NA,62.1,76.9,NA,122.1,NA,109
1975-03-01,66.6,NA,159.5,NA,NA,NA,NA,NA,158.5,165.7,NA,136.1,236,135.5
1975-04-01,2.6,NA,35.7,NA,NA,NA,NA,NA,4.1,44.3,NA,69.9,118.2,24.3
1975-05-01,0,NA,16.6,NA,NA,NA,NA,NA,0,36.8,NA,55.9,87.8,22.5
1975-06-01,0.6,NA,6.5,NA,NA,NA,NA,NA,0,0,NA,0,15.5,0
1975-07-01,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,5.9,0
1975-08-01,1.2,NA,3.9,NA,NA,NA,NA,NA,0.1,8.3,NA,10.9,NA,21.9
1975-09-01,0,NA,2,NA,NA,NA,NA,NA,0,29.5,NA,18.8,59.1,10.3
1975-10-01,3.8,NA,20.9,NA,NA,NA,NA,NA,4.7,31.8,NA,36.4,70.4,73.6
1975-11-01,0,NA,19.9,NA,NA,NA,NA,NA,7.6,40.5762711864407,NA,21.9,67.8,21.3
1975-12-01,14.9,NA,33.7,NA,NA,NA,NA,NA,13,16.6688524590164,NA,63.8,165.9,81.4
1976-01-01,57.8,NA,135.2,NA,NA,NA,NA,NA,72.4,125.3,NA,114.2,185.9,122.7
1976-02-01,36.1,NA,133.6,NA,NA,NA,NA,NA,80.8,114.5,NA,113,202.6,151
1976-03-01,27,NA,99.1,NA,NA,NA,NA,NA,41.8,115.970491803279,NA,103.9,179.5,58.3
1976-04-01,8.5,NA,16.6,NA,NA,NA,NA,NA,8.9,37.5254237288136,NA,46.2,69.7,74.1
1976-05-01,0,NA,1,NA,NA,NA,NA,NA,0,5.59016393442623,NA,24.9,27.5,20.7
1976-06-01,0,NA,6.6,NA,NA,NA,NA,NA,7.4,7.9,NA,0,20.2,24.9
1976-07-01,0,NA,0,NA,NA,NA,NA,NA,0,2.7,NA,0,3.4,0
1976-08-01,0,NA,0.6,NA,NA,NA,NA,NA,0,10.3,NA,0,9.2,0
1976-09-01,0,NA,9.4,NA,NA,NA,NA,NA,0,13.728813559322,NA,3.6,29.6,0
1976-10-01,0,NA,0,NA,NA,NA,NA,NA,0,5.6,NA,0,15.9,0
1976-11-01,0,NA,0,NA,NA,NA,NA,NA,0,19.1186440677966,NA,0,36.9,0
1976-12-01,7.6,NA,34.9639344262295,NA,44,NA,NA,NA,19.7,69,NA,37.1,73.6,69.3
1977-01-01,23.7,NA,NA,NA,83.9,NA,NA,NA,33,68,NA,145.8,160.2,151.3
1977-02-01,79.6,NA,102.5,NA,181.7,NA,NA,NA,137.3,113.12,NA,127.6,NA,164.6
1977-03-01,20.3,NA,103.8,NA,108.7,NA,NA,NA,62.4,49.2950819672131,NA,144,107.3,117.3
1977-04-01,1.5,NA,13.7,NA,9,NA,NA,NA,0,38.7931034482759,NA,24.9,114.3,80.2
1977-05-01,0,NA,15.2,NA,14.9,NA,NA,NA,0,46.2,NA,2.4,46.7,0
1977-06-01,0,NA,0,NA,0,NA,NA,NA,0,0.8,NA,5.5,8.4,0
1977-07-01,0,NA,0,NA,3,NA,NA,NA,0,1.7,NA,0,10.3,0
1977-08-01,0,NA,0,NA,0,NA,NA,NA,0,0.7,NA,0,2.3,0
1977-09-01,0.8,NA,5.8,NA,10,NA,NA,NA,0,17.8,NA,0,35.4,12.8
1977-10-01,0,NA,2.7,NA,12.9,NA,NA,NA,0,14.2,NA,35.3,49.6,32.2
1977-11-01,2.1,NA,35.5932203389831,NA,71.6,NA,NA,NA,0,85.6,NA,126.9,237.3,59.5
1977-12-01,2.9,NA,NA,NA,95.4,NA,NA,NA,9.3,72.3,NA,44.4,141.4,141.6
1978-01-01,9.9,NA,56.5,NA,66.5,NA,NA,NA,1.6,39.4,NA,58.3,NA,74.1
1978-02-01,18.7,NA,104.4,NA,131.7,NA,NA,NA,29.5,114.6,NA,100.2,229.4,106.3
1978-03-01,27.6,NA,38.6,NA,69.6229508196721,NA,NA,NA,47.1,50.1,NA,14.6,108.4,18.8
1978-04-01,3.2,NA,18.2,NA,30.7,NA,NA,NA,0.5,28.7796610169492,NA,26.2,53.6,24.3
1978-05-01,0,NA,0,NA,0,NA,NA,NA,0,3.86229508196721,NA,0,38.3,4.9
1978-06-01,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,0,0
1978-07-01,0,NA,1.93114754098361,NA,14,NA,NA,NA,0,5.69180327868853,NA,0,22.2,0
1978-08-01,0,NA,NA,NA,4,NA,NA,NA,0,2.84590163934426,NA,0,4.2,0
1978-09-01,0,NA,4.3728813559322,NA,22.9,NA,NA,NA,0,33.6,NA,17.6,NA,36.5
1978-10-01,0,NA,NA,NA,33.4,NA,NA,NA,0.8,44.3,NA,23.7,NA,41.3
1978-11-01,3.5,NA,36.4,NA,57,NA,NA,NA,0.5,44.8474576271186,NA,76.6,NA,49.2
1978-12-01,6.6,NA,47.1606557377049,NA,46.5,NA,NA,NA,7.6,28.2,NA,48,73.3,45
1979-01-01,1.9,NA,NA,NA,42.9,NA,NA,NA,3.4,48.3,NA,47.6,96,34
1979-02-01,8.5,NA,NA,NA,128.901818181818,NA,NA,NA,11.3,95.4,NA,104.7,211.2,105.8
1979-03-01,74.1,NA,NA,NA,215.4,NA,NA,NA,96.9,106.7,NA,281,196.1,154.3
1979-04-01,4.2,NA,NA,NA,48.2,NA,NA,NA,0,57.1,NA,4.3,131.3,49.8
1979-05-01,0,NA,NA,NA,0,NA,NA,NA,0,7.2,NA,24.3,38.7,29.2
1979-06-01,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,0.5,0
1979-07-01,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,0.1,0
1979-08-01,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,0,7.8,0
1979-09-01,0,NA,NA,NA,0,NA,NA,NA,0,10.8813559322034,NA,2.4,51.8,7.9
1979-10-01,1,NA,NA,NA,6.5,NA,NA,NA,20,18.1866666666667,NA,0,33.5,0
1979-11-01,0.6,NA,NA,NA,0,NA,NA,NA,0,16.5,NA,6.7,62.4,32.2
1979-12-01,0,NA,NA,NA,0,NA,NA,NA,9.9,12.9081967213115,NA,27.3,93.3,46.2
1980-01-01,19,NA,NA,NA,29,88.7,NA,NA,41.6,71.5,NA,130.1,143.9,115.5
1980-02-01,0,NA,NA,NA,NA,21.5,NA,NA,9.8,62.6,NA,7.9,138.5,14
1980-03-01,8.6,NA,NA,NA,NA,79.66,NA,NA,16.8,80.5,NA,62.6,147.7,164
1980-04-01,0,NA,NA,NA,NA,20.1,NA,NA,3.6,8.1,NA,21.9,66.3,34.6
1980-05-01,0,NA,0,NA,NA,0,NA,NA,0,4.8,NA,0,25.5,4.2
1980-06-01,0,NA,0,NA,NA,0,NA,NA,0,1.2,NA,0,3.7,0
1980-07-01,0,NA,0,NA,NA,0,NA,NA,0,0.813114754098361,NA,0,4.2,0
1980-08-01,0,NA,NA,NA,NA,0,NA,NA,0.1,0,NA,0,27.7,1.8
1980-09-01,0,NA,NA,NA,NA,0,NA,NA,0,3.35593220338983,NA,0,15.2,0
1980-10-01,14.4,NA,NA,NA,NA,81.8,NA,0,46.4,104.688524590164,NA,47.4,146.2,91.1
1980-11-01,4.8,NA,NA,NA,NA,70.48,NA,0,13.2,64.1694915254237,NA,68,170,99.6
1980-12-01,8.4,NA,NA,NA,NA,49.2239344262295,NA,NA,0,73.3836065573771,NA,70.4,153.6,105.1
1981-01-01,27.1,NA,NA,NA,NA,123.898360655738,NA,12.2,31,94.4229508196721,NA,149.4,187.8,108.1
1981-02-01,55.1,NA,NA,NA,NA,183.883636363636,NA,132.4,109.1,156.4,NA,193.8,200,145.8
1981-03-01,46.4,NA,NA,NA,NA,203.583606557377,NA,188.7,38.2,108.754098360656,NA,139.8,217.6,140.5
1981-04-01,14.6,NA,NA,NA,NA,0,NA,8.9,19.7,0,NA,16.4,52.4,41.7
1981-05-01,0,NA,NA,NA,NA,0,NA,0,0,0,NA,0,18.4,0
1981-06-01,0,NA,0,NA,NA,0,NA,0,0,0,NA,0,2.6,0
1981-07-01,0,NA,0,NA,NA,0,NA,NA,0,0,NA,0,3,0
1981-08-01,0,NA,NA,NA,NA,0,NA,NA,0,7.31803278688525,NA,9.1,30.8,17
1981-09-01,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,9.1,7.4,9.7
1981-10-01,0,NA,NA,NA,NA,42.5868852459016,NA,NA,38.2,58.1377049180328,NA,39.5,118.3,52.2
1981-11-01,5,NA,NA,NA,NA,64.5762711864407,NA,NA,36.6,61.7,NA,34,202.9,94.8
1981-12-01,14.5,NA,NA,NA,NA,NA,NA,NA,23.2,113.327868852459,NA,103.9,151.2,105.1
1982-01-01,21.4459016393443,NA,NA,NA,NA,104.1,NA,NA,45.4,88.3,NA,126.9,257.8,42.5
1982-02-01,NA,NA,NA,NA,NA,99.2727272727273,NA,NA,33.2,153.2,NA,128.8,222.3,110.6
1982-03-01,18.2,NA,NA,NA,NA,100.419672131148,NA,NA,13,73.0786885245902,NA,108.8,141.9,107.4
1982-04-01,3.9,NA,NA,NA,NA,67.1186440677966,NA,NA,17.4,37.9322033898305,NA,30.4,65,33.4
1982-05-01,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,2.4,22.5
1982-06-01,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,9.1,0
1982-07-01,NA,NA,NA,NA,NA,0,NA,NA,0,4.3,NA,0,9.7,0
1982-08-01,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,4.8,0
1982-09-01,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,37.3,0
1982-10-01,NA,NA,NA,NA,NA,43.4,NA,NA,18.2,57.5,NA,29.5,142.5,23.1
1982-11-01,NA,NA,NA,NA,NA,50.5423728813559,NA,NA,15.7,65.5,NA,85.6,175.1,110.7
1982-12-01,8.4,NA,NA,NA,NA,47.872131147541,NA,NA,33.1,105.3,NA,96.7,232.5,94.8
1983-01-01,7.3,NA,NA,NA,NA,72.672131147541,NA,NA,35.8,162.8,NA,126.5,213.1,42.5
1983-02-01,29.3,NA,NA,NA,NA,72.2909090909091,NA,NA,57.1,50.7,NA,21.3,47.5,113.1
1983-03-01,169.8,NA,NA,NA,NA,192.301639344262,NA,NA,223.1,180.2,NA,179.9,NA,124.5
1983-04-01,20.1,NA,NA,NA,NA,36.2033898305085,NA,NA,75.8,102.6,NA,69.9,NA,59.5
1983-05-01,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,60.7,56.8,52.9
1983-06-01,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,14,29.2,0
1983-07-01,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,2.8,0
1983-08-01,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,16,1.5
1983-09-01,0,NA,5.28813559322034,NA,NA,0,NA,NA,0,3.25423728813559,NA,3.6,42.2,6.1
1983-10-01,0.1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,34,74.8,21.3
1983-11-01,14,NA,NA,NA,NA,25.8305084745763,NA,NA,21.1,NA,NA,21.9,72.7,49.8
1983-12-01,12.9,NA,NA,NA,NA,43.7049180327869,NA,NA,53.9,NA,NA,117.9,181.1,98.4
1984-01-01,18.6,NA,NA,NA,NA,103.570491803279,NA,NA,58.7,NA,22.8,72.1,146.3,118
1984-02-01,61.2,NA,NA,NA,NA,309.129824561404,NA,NA,201.6,NA,11.6,210.1,242.4,193.7
1984-03-01,50.9,NA,NA,NA,NA,244.239344262295,NA,NA,97.4,NA,22,230.9,299.2,205.7
1984-04-01,8.3,NA,NA,NA,NA,39.5,NA,NA,12.6,NA,8.6,127.2,85.7,98.7
1984-05-01,0.6,NA,NA,NA,NA,14.8,NA,NA,3.6,NA,0,54.1,74,27
1984-06-01,0,NA,5.5,NA,NA,0,NA,NA,0,NA,0,0,26.6,12.3
1984-07-01,0,NA,0,NA,NA,0,NA,NA,0,NA,0,0,15.6,10.7
1984-08-01,0,NA,NA,NA,NA,0,NA,NA,0,NA,0,0,0.2,0
1984-09-01,2.9,NA,NA,NA,NA,0,NA,NA,0,NA,0,14,55.8,21.2
1984-10-01,7.72459016393443,NA,NA,NA,NA,99.4,NA,NA,20.2,NA,0,80.3,102.8,79
1984-11-01,NA,NA,NA,NA,NA,158.1,NA,NA,0,NA,11.8,56,100.6,71.8
1984-12-01,NA,NA,NA,NA,NA,60.8,NA,NA,18.4,NA,13.1,81.6,99.7,61.4
1985-01-01,7.5,NA,25.2,NA,NA,56.5114754098361,NA,NA,0,NA,5.1,92,104.7,54.8
1985-02-01,23.2,NA,105.5,NA,NA,146.516363636364,NA,NA,76.4,NA,17.6,79,120.5,69
1985-03-01,69,NA,136.3,NA,NA,161.8,NA,NA,59.5,NA,35.3,71.7,152.6,133.7
1985-04-01,7.1,NA,30.8,NA,NA,73.3,NA,NA,7.4,NA,12.8,78.4,84.1,46.1
1985-05-01,3.1,NA,11.5,NA,NA,22.4,NA,NA,0,NA,0,21.9,74.8,28.6
1985-06-01,0,NA,4.8,NA,NA,0,NA,NA,0,NA,0,0,5,0
1985-07-01,0,NA,0.9,NA,NA,0,NA,NA,0,NA,0,0,2.2,0
1985-08-01,0,NA,0,NA,NA,0,NA,NA,0,NA,0,0,14,0
1985-09-01,0,NA,6.8,NA,NA,11.3,NA,NA,0,NA,0,35.9,107.8,49.2
1985-10-01,0,NA,9,NA,NA,0,NA,NA,0,NA,0,8.5,55.1,20.7
1985-11-01,0.4,NA,11,NA,NA,0,NA,NA,0,NA,0,11.5,100.7,26.1
1985-12-01,13.5,NA,59.4,NA,NA,63.6,NA,NA,18.8,NA,5.8,86.3,129.6,76.5
1986-01-01,27.6,NA,128.9,NA,NA,74.6,NA,NA,71.7,NA,17.3,162.9,144.4,65
1986-02-01,26.6,NA,100.3,NA,NA,128.4,NA,NA,59.6654545454545,NA,13.6,162.9,153,144.6
1986-03-01,42.2,NA,101.5,NA,NA,119.5,NA,NA,NA,NA,0,62.6,108.7,45.6
1986-04-01,5.9,NA,55.4,NA,NA,61,NA,NA,26.1,NA,3,59.5,119.3,74.8
1986-05-01,0.5,NA,22.6,NA,NA,0,NA,NA,0,NA,0,0,24.3,11.3
1986-06-01,0,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0.6,0
1986-07-01,0,NA,0,NA,NA,0,NA,NA,0,3.5,0,1.2,8.2,0
1986-08-01,1.1,NA,4,NA,NA,0,NA,NA,0,7.2,0,0,17.8,0
1986-09-01,0,NA,2.2,NA,15.5,0,NA,NA,0,11.8983050847458,0,1.2,44.6,0
