dates,ACO_155106,AMBAR_151211,ANDAJES_155201,CAJATAMBO_000540,CHIQUIAN_000538,GORGOR_151208,LAGUNA SURASACA_155206,MAYORARCA_150903,OCROS_155105,OYON_000541,PAMPA LIBRE_155107,PACHACOTO_155414,QUEROCOCHA_000429,SHACAYPAMPA_155411
2003-12-01,NA,46.5,80.2,153.1,126.5,146,NA,114.5,56.5,87.7,22.9704918032787,NA,NA,NA
2004-01-01,NA,6.4,27.7,32.5,23.4,38.8,NA,29.9,24.4,36.3,NA,NA,NA,NA
2004-02-01,NA,42.8,46.2,155.3,72.5,85.2,NA,77.2,121.2,78.7,33.1719298245614,NA,NA,NA
2004-03-01,NA,44.9,59.8,86.2,107.6,NA,NA,73.8,42.1,57.4262295081967,NA,NA,NA,NA
2004-04-01,NA,14.9,27.7,45,37.3220338983051,NA,NA,43.1,8.2,NA,NA,NA,NA,NA
2004-05-01,NA,0,0,3.6,0,NA,NA,0,2.4,0,0.5,NA,NA,NA
2004-06-01,NA,0,0,0,6.5,NA,NA,1.2,0,6.8,0,NA,NA,NA
2004-07-01,NA,0,3.2,4.4,0,NA,NA,0.6,0,0,0,NA,NA,NA
2004-08-01,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
2004-09-01,NA,0,10.8,24,44.9,NA,NA,4.6,2.2,22.3,0.6,NA,NA,NA
2004-10-01,NA,6.3,14.8,63.6,50.3,NA,NA,38.1,9.3,56.4,13.2,NA,NA,NA
2004-11-01,NA,5.4,47.4,74.3,83.4,NA,NA,53.4,7.6,95.6,17.4,NA,NA,NA
2004-12-01,NA,37,62.8,95.5,118,NA,NA,62.1,36.3,96.6590163934426,19.5,NA,NA,NA
2005-01-01,NA,32.8,45.6,74.6,67,NA,NA,67,28,NA,11.2,NA,NA,NA
2005-02-01,NA,29.8,25,66.6909090909091,86.4436363636364,NA,NA,46.4,12,41.3381818181818,4.58181818181818,NA,NA,NA
2005-03-01,NA,36.4,84.8,124.1,172.3,NA,NA,98.3,30.4,105.6,15.4,NA,NA,NA
2005-04-01,NA,9.7,2.4,17,50.5,NA,NA,15,26.9,9.5,1.7,NA,NA,NA
2005-05-01,NA,0,0,2.2,8,NA,NA,2.2,0,4.1,0,NA,NA,NA
2005-06-01,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
2005-07-01,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
2005-08-01,NA,0,0,3,3.5,NA,NA,1.3,0,3.9,0,NA,NA,NA
2005-09-01,NA,0,0,0.6,0,NA,NA,0,0,0.5,0,NA,NA,NA
2005-10-01,NA,2,3.1,29.3,22,NA,NA,6.1,0,28,0,NA,NA,NA
2005-11-01,NA,0,4.1,12.2,15.5,NA,NA,17.8,4,23.8,0,NA,NA,NA
2005-12-01,NA,20.3,63.5,114.5,110.8,NA,NA,87,33.2,80.3,25.4,NA,NA,NA
2006-01-01,NA,43,80.8,120.4,97.4,NA,NA,85.5,59.7,70.9,16.4,NA,NA,NA
2006-02-01,NA,81.7,NA,174,138.6,NA,NA,111.7,50.8,124.3,41.4,NA,NA,NA
2006-03-01,NA,74.8,134.1,214.8,181.2,NA,NA,155.5,102,148.291803278689,36.7,NA,NA,NA
2006-04-01,NA,26.2372881355932,96.406779661017,118.4,99,NA,NA,66.8135593220339,37.3,92.5423728813559,28.4,NA,NA,NA
2006-05-01,NA,0,0,2.8,4.5,NA,NA,0,0,0.3,0,NA,NA,NA
2006-06-01,NA,0,1.4,5.4,4.5,NA,NA,0,0,11.5,1.2,NA,NA,NA
2006-07-01,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
2006-08-01,NA,0,3.7,3.9,0,NA,NA,5.8,0,6,0,NA,NA,NA
2006-09-01,NA,0.7,1.1,7.2,20.3389830508475,NA,NA,2.7,0,6.10169491525424,0,NA,NA,NA
2006-10-01,NA,0,5.99672131147541,26.1,31,NA,NA,13.9,8.1,35,0,NA,NA,NA
2006-11-01,NA,9.3,25.2203389830508,65.2881355932203,66,NA,NA,27.6,7.3,80.8,5.1,NA,NA,NA
2006-12-01,NA,30,94.9311475409836,124.5,138.4,NA,NA,69.1,37.9,92.3,18.8,NA,NA,NA
2007-01-01,NA,32.6,109,92.1,108.4,NA,NA,72.4,48.7,106.3,27.7,NA,NA,NA
2007-02-01,NA,27.3,85.5272727272727,77.1,53.5,NA,NA,55.9,31,77.4,25.9,NA,NA,NA
2007-03-01,NA,92.4,156.32131147541,177.4,157.2,NA,NA,145.6,114.2,148.5,52.9,NA,NA,NA
2007-04-01,NA,23.6,73.8,88.5,119.2,NA,NA,72.2,32.6,55.2,25.5,NA,NA,NA
2007-05-01,NA,0,0,25.2,20,NA,NA,14.2,4.5,36.6,0,NA,NA,NA
2007-06-01,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
2007-07-01,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
2007-08-01,NA,0,0,0.3,0,NA,NA,0,0,0,0,NA,NA,NA
2007-09-01,NA,0.1,0,0,0,NA,NA,0,0,6.7,0,NA,NA,NA
2007-10-01,NA,9.2,30.3,29.4,48.2,NA,NA,22.3,6.6,52.2,0,NA,NA,NA
2007-11-01,NA,1.3,0,33.6,16.7,NA,NA,10.3,3.6,44.9,0,NA,NA,NA
2007-12-01,NA,6.1,27,24.1,46.5,NA,NA,24.4,4.1,39.5,4.5,NA,NA,NA
2008-01-01,NA,81.3,100,141.6,197.986666666667,NA,NA,107.8,51.1,108.8,24.5,NA,NA,NA
2008-02-01,NA,76.9,159.6,171.8,148.8,NA,NA,109.9,72.2,136,35,NA,NA,NA
2008-03-01,NA,145.7,107.9,132.2,92.2,NA,NA,88.2,137.9,100.7,33.9,NA,NA,NA
2008-04-01,NA,27.6,35.2,51.6,71,NA,NA,21.8,19,49.9,7.1,NA,NA,NA
2008-05-01,NA,0,0,0.2,1,NA,NA,0,0,0,0,NA,NA,NA
2008-06-01,NA,0,0,0,0,NA,NA,6.5,1.6,5.2,0,NA,NA,NA
2008-07-01,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA
2008-08-01,NA,0,0,3.2,0,NA,NA,0,0,0,0,NA,NA,NA
2008-09-01,NA,0,0,2.3,2,NA,NA,0,0,2.8,0,NA,NA,NA
2008-10-01,NA,0.5,26.8,65.2524590163934,55.5,NA,NA,27.4,2.8,59.6,0,NA,NA,NA
2008-11-01,NA,25.6,27.4,35.5,39,NA,NA,37.9,33.8,17.4,1.5,NA,NA,NA
2008-12-01,NA,11.6,56.1,87.9,43.5,NA,93.6,52.5,10.1,83.4,1.9,NA,NA,NA
2009-01-01,NA,90.6,113.7,158.2,112.1,NA,179.5,109.9,113.3,101,39.5,NA,NA,NA
2009-02-01,NA,137.9,126.4,184.1,177.6,NA,145.3,144.3,173.3,104.5,37,NA,NA,NA
2009-03-01,NA,63.9,160.4,229.9,162.8,NA,275.7,150.7,118.9,165.3,54.5,NA,NA,NA
2009-04-01,NA,29.7,71.5,80.8,105.8,NA,88.7,57.4,46.6,78.1,17.3,NA,NA,NA
2009-05-01,NA,0,0,9.6,21.5,NA,47.1,1.8,3.1,16.8,0.2,NA,NA,NA
2009-06-01,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA
2009-07-01,NA,0,0,0.9,0,NA,24.3,0,0,1.5,0,NA,NA,NA
2009-08-01,NA,0,0,2.7,0,NA,25.6,1.8,0,7.5,0,NA,NA,NA
2009-09-01,NA,0,0,3,0,NA,34.4,0,0,8.2,0,NA,NA,NA
2009-10-01,NA,2.1,73.1,59.7,14,NA,110.1,61.8,13,54.2,1.4,NA,NA,NA
2009-11-01,NA,10,87.4,76.9,46,NA,119.6,65.9,7.8,86.9,10.1,NA,NA,NA
2009-12-01,NA,12.6,51.5,94,93.2,NA,260.4,52,24.3,92.4,2.5,NA,NA,NA
2010-01-01,NA,3.1,96,89,77,NA,133.2,90.5,35,60.1,8,NA,NA,NA
2010-02-01,NA,61,45.9,102.7,91.4,NA,122.9,57.6,31,57.3,7.5,NA,NA,NA
2010-03-01,NA,37.6,85,122.3,103.6,NA,193,98.9,39.8,117,14.2,NA,NA,NA
2010-04-01,NA,19.7,37.5,36.5,47.2,NA,68.6,40.8,0,29.9,0.915254237288136,NA,NA,NA
2010-05-01,NA,1,0,0,0,NA,5.1,0.4,0,0,0.2,NA,NA,NA
2010-06-01,NA,0,0,0.5,4.5,NA,0,2.4,0,2.9,0,NA,NA,NA
2010-07-01,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA
2010-08-01,NA,0,0,0.3,0,NA,0,1.1,0,0,0,NA,NA,NA
2010-09-01,NA,1.1,3.4,29,19,NA,66.5,5.7,0,13.7,0.3,NA,NA,NA
2010-10-01,NA,0,7.5,8.7,24.5,NA,53.6,9.1,0,20.7,4.26885245901639,NA,NA,NA
2010-11-01,NA,6.5,27.8,56,42.4,NA,104.8,28.5,0,45.7,8.8,NA,NA,NA
2010-12-01,NA,24.2,134.4,181.2,136.8,NA,227.5,107.4,65.2,123.2,15.7,NA,NA,NA
2011-01-01,NA,40.7,163.1,163.6,146,NA,180,108.4,62.3,145.6,12.5,NA,NA,NA
2011-02-01,NA,25.4,84,92.4,57.5,NA,135.8,44,40.6,60.9,0,NA,NA,NA
2011-03-01,NA,36.4,61.1,149,131.4,NA,220.7,90.4,37.7,133.4,9.5,NA,NA,NA
2011-04-01,NA,25.8,48.6,102,97.5,NA,47.8,51.1,33.1,63.4,11.2,NA,NA,NA
2011-05-01,NA,0,0,0.6,0,NA,45.2,0,0,5.6,0,NA,NA,NA
2011-06-01,NA,0,0,0.7,0,NA,0,0,0,0.6,0,NA,NA,NA
2011-07-01,NA,0,0,3,0,NA,19.3,NA,0,NA,NA,NA,NA,NA
2011-08-01,NA,0,0,3.1,0,NA,11,0,0,0,0,NA,NA,NA
2011-09-01,NA,0,0.8,4.6,0,NA,38,0.2,0,6.4,0,NA,NA,NA
2011-10-01,NA,0.5,2.1,12.7,9,NA,48.5,0.6,0,22.4,0,NA,NA,NA
2011-11-01,NA,7.5,41.5,84,69.5,NA,115.8,35.3,16.8,79.7,13.2,NA,NA,NA
2011-12-01,NA,24.6,84.7,169.5,150.9,NA,211.4,111.2,45.1,129.9,13.3,NA,NA,NA
2012-01-01,NA,19.2,36.5,104.3,115.5,NA,126.3,69.2,22,80.4,0.9,NA,NA,NA
2012-02-01,NA,82.2,135.3,156.9,156.4,NA,211.5,101.3,113,134.6,35.5,NA,NA,NA
2012-03-01,NA,70.6,143.3,149.5,161.3,NA,190.2,104.9,123.1,91.5,24.6,NA,NA,NA
2012-04-01,NA,41.1,85,112.2,105.2,NA,158.2,81,53.9,113.9,16.4,NA,NA,NA
2012-05-01,NA,0,0,5.2,17,NA,35.6,5.7,0,1.8,0,NA,NA,NA
2012-06-01,NA,0,0,0.1,0,NA,0,0,0,2.7,0,NA,NA,NA
2012-07-01,NA,0,0,0,0,NA,10.4,0,0,0,0,NA,NA,NA
2012-08-01,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA
2012-09-01,NA,2.1,12.3,21.7,28,NA,73,15.3,5.5,34.1,0,NA,NA,NA
2012-10-01,NA,8.4,21.9,42.5,23.5,NA,92.6,19.6,30.8,35.2,0.7,NA,NA,NA
2012-11-01,NA,2.9,38.8,75.9,68.3,NA,111.3,44.7,14.3,46.5,1.1,NA,NA,NA
2012-12-01,NA,17.1,63.7,74.1,104.5,NA,176.1,54.2,28,89.3,0.9,NA,NA,NA
2013-01-01,NA,15.4,52.2,50.6,73,NA,133,48,13,55.8,2.2,NA,NA,NA
2013-02-01,NA,68.3,116.9,171.3,159,NA,140.2,134.5,141.1,88.4,24.4,NA,NA,NA
2013-03-01,NA,62.3,127.2,166.1,200.8,NA,171.4,157.1,144.7,115,25.6,NA,NA,NA
2013-04-01,NA,9.7,12.5,31.9,27.5,NA,36.4,20.7,3.2,21.6,0,NA,NA,NA
2013-05-01,NA,0.1,12,15.3,16,NA,36.8,1,2.6,17.5,1.5,NA,NA,NA
2013-06-01,NA,0,0,0,0,NA,11.7,0,0,0.4,0,NA,NA,NA
2013-07-01,NA,0,0,1.1,0,NA,0,0.7,0,2.6,0,NA,NA,NA
2013-08-01,NA,0,0,2.2,0,NA,15.2,0,0,8.5,0,NA,NA,NA
2013-09-01,NA,0,0,0.1,3,NA,20.8,0,0,1.4,0,NA,NA,NA
2013-10-01,NA,2.4,42.6,76.3,77.5,NA,113.3,62.8,20.5,80.6,2.2,NA,NA,NA
2013-11-01,NA,4.4,16.7,50.7,45.5,NA,76.2,24.7,3.7,49,0,NA,NA,NA
2013-12-01,NA,6.2,72.7,95.7,113.5,NA,135.9,62.8,10.6,75.5,0.3,NA,NA,NA
2014-01-01,NA,51.6,63.7,124.7,104.5,NA,191,87.5,29.3,95.1,3,NA,NA,NA
2014-02-01,NA,30,71.3,123.7,164.9,NA,208.8,76.8,39.4,125.3,12,NA,NA,NA
2014-03-01,NA,83.8,107.4,180.5,174.5,NA,169.1,156.5,76.4,133.5,4.2,NA,NA,NA
2014-04-01,NA,7.3,36.6,46.2,7,NA,68.1,35.7,15.2,29,0.4,NA,NA,NA
2014-05-01,NA,0,1,25.6,19.2,NA,39.5,16.9,0,19.6,0,NA,NA,NA
2014-06-01,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA
2014-07-01,NA,0,0,0,0,NA,13.3,0,0,0,0,NA,NA,NA
2014-08-01,NA,0,0,0.8,0,NA,20.8,2.1,0,1.8,0,NA,NA,NA
2014-09-01,NA,1.1,1.5,12.6,0,NA,56.2,14.9,1.6,15.5,0,NA,NA,NA
2014-10-01,NA,3.4,3.2,23.8,0,NA,88,15.6,0,50.6,4.4,NA,NA,NA
2014-11-01,NA,16.5,31,56.7,0,NA,65.8,32.9,27.6,37.9,0,NA,NA,NA
2014-12-01,NA,7.1,103.8,125,66.9,NA,134,107,46.8,135.1,9.2,NA,NA,NA
2015-01-01,NA,23.1,88.7,121.9,71.9,NA,161.8,96.7,72.5,102,5.8,NA,NA,NA
2015-02-01,NA,38.1,67.3,74.7,12.1,NA,135.6,78.8,74.3,62.5,10,NA,NA,NA
2015-03-01,NA,160.3,135.8,125.7,71.9,NA,201.9,255.2,172,69.5,34.9,NA,NA,NA
2015-04-01,NA,8.2,52.4,57.2,31,NA,111.7,132.1,37.4,48.9,1.2,NA,NA,NA
2015-05-01,NA,0,4.8,16.9,29.4,NA,62.3,55.7,0,6.6,0,NA,NA,NA
2015-06-01,NA,0,0,0.8,0,NA,4,9.1,0,3.4,0,NA,NA,NA
2015-07-01,NA,0,0,0.1,0,NA,0,0,0,0,0,NA,NA,NA
2015-08-01,NA,0,4.5,2.3,0,NA,9.3,4.9,0,7.7,0,NA,NA,NA
2015-09-01,NA,0,0,1.6,0,NA,10.3,1.2,3.2,2.8,0,NA,NA,NA
2015-10-01,NA,4.7,19.6,26.7,0,NA,67.6,28.5,3.8,22.6,0,NA,NA,NA
2015-11-01,NA,2.5,12.6,31.1,19,NA,126.2,114.3,7.1,50,0,NA,NA,NA
2015-12-01,NA,8.4,50.6,113,43,NA,156.8,234,49.7,82.8,0.4,NA,NA,NA
2016-01-01,NA,17.4,25.7,35.3,9,NA,50.1,56.4,14,25.8,6.1,NA,NA,NA
2016-02-01,NA,33.6,63.3,147,64.1,NA,135.5,222.6,55.8,94.4,11.8,NA,NA,NA
2016-03-01,NA,42.6,71.3,87.1,72,NA,152.9,194.8,50.5,88.3,6.1,NA,NA,NA
2016-04-01,NA,17.8,20.3,57.9,74.2,NA,80.5,88.7,20.2,36.7,0.4,NA,NA,NA
2016-05-01,NA,0,0,7.5,0,NA,14,11.2,0,1.1,0,NA,NA,NA
2016-06-01,NA,0,0,0.8,0,NA,16.4,0,0,1,0,NA,NA,NA
2016-07-01,NA,0,0,0,0,NA,9.8,0,0,1.6,0,NA,NA,NA
2016-08-01,NA,0,0,0.3,0,NA,2.2,0,0,4,0,NA,NA,NA
2016-09-01,NA,2.8,12,18.9,4,NA,60.5,8.6,7.2,15,0,NA,NA,NA
2016-10-01,NA,0,0,11.9,8.2,NA,66.3,5.7,0,29.4,0,NA,NA,NA
2016-11-01,NA,0,0,0,0,NA,3.7,0,0,5.6,0,NA,NA,NA
2016-12-01,NA,6.9,24.7,81.7,66.6,NA,133.6,93.1,40.8,84.9,4.4,NA,NA,NA
2017-01-01,NA,132.9,123.8,191.5,142.1,NA,198.6,183.4,127.9,130,29.3,NA,NA,NA
2017-02-01,NA,106.6,140,218.5,132.4,NA,178.3,279.9,164.2,128.3,44.7,NA,NA,NA
2017-03-01,NA,254.8,190.7,295.3,294.4,NA,246.9,465.3,259.9,181.4,94.5,NA,NA,NA
2017-04-01,NA,17.5,9,77.8,43.9,NA,123.6,82.9,18.2,60.5,1,NA,NA,NA
2017-05-01,NA,0,2,41.5,52.1,NA,47.3,43.9,0,32.6,2,NA,NA,NA
2017-06-01,NA,0,0,1.6,0,NA,0,3,0,0.4,0,NA,NA,NA
2017-07-01,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA
2017-08-01,NA,0,0,0.1,0,NA,5.6,0,0,2.7,0,NA,NA,NA
2017-09-01,NA,0,9.5,5.3,18.2,NA,22.9,13.9,0,6.4,0,NA,NA,NA
2017-10-01,NA,3.9,27.5,45.6,35.7,NA,56.9,29.6,13.6,36.9933333333333,0.9,NA,NA,NA
2017-11-01,NA,2.7,9,14.2,0,NA,59.5,16.7,7.2,20.1,1.8,NA,NA,NA
2017-12-01,NA,1.2,20.1,50.5,74,NA,137.3,52.2,0,52.3,0.6,NA,NA,NA
2018-01-01,NA,40,75.5,139.6,112.7,NA,148.1,171.3,82,108.5,7.6,NA,NA,NA
2018-02-01,NA,38.7,44.5,73.6,92.5,NA,111.2,68.5,41.8,82,3.2,NA,NA,NA
2018-03-01,NA,42.6,60.7,209.7,116.2,NA,172.7,313.3,64.4,120.3,14.5,NA,NA,NA
2018-04-01,NA,35.2,16.6,78.3,48.4,NA,143.1,133,47.3,65,3.6,NA,NA,NA
2018-05-01,NA,3.1,0,19.2,2,NA,37,44,0,8.6,0.2,NA,NA,NA
2018-06-01,NA,2.7,4,4.4,0,NA,16.7,1.8,0,3.3,0,NA,NA,NA
2018-07-01,NA,0,0,0.1,0,NA,6.6,0,0,1,0,NA,NA,NA
2018-08-01,NA,0,0,0,NA,NA,15.4,0,0,0,0,NA,NA,NA
2018-09-01,NA,0,0,4.5,NA,NA,28.8,0,0,10,0,NA,NA,NA
2018-10-01,NA,2,13.4,27.2,12,NA,86.9,43.2,12.2,35.1,0,NA,NA,NA
2018-11-01,NA,1.2,8.2,35.7,22.3,NA,81.8,51.6,0,33.6,0.8,NA,NA,NA
2018-12-01,NA,0.5,47,73.6,20.6,NA,83.8,53.2,8.5,88.2,4.4,NA,NA,NA
2019-01-01,NA,42.7,109.6,141.3,137.8,NA,177,160,66.8,153.7,23.4,NA,NA,NA
2019-02-01,NA,76.9,116,166.8,97.5,NA,188.9,169.2,125.9,115.2,47.1,NA,NA,NA
2019-03-01,NA,31,92.9,136.9,193.9,NA,181.2,157.4,46.6,98.6,2.9,NA,NA,NA
2019-04-01,NA,4.9,21.4,27.3,46.3,NA,102.8,40,0,38,0.6,NA,NA,NA
2019-05-01,NA,0.7,0,6.4,9.2,NA,23.9,12.9,0,13.6,0,NA,NA,NA
2019-06-01,NA,0,0,2,0,NA,6.4,0,0,3.3,0,NA,NA,NA
2019-07-01,NA,0,0,0.813114754098361,0,NA,15.6,0,0,1.82950819672131,0,NA,NA,NA
2019-08-01,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA
2019-09-01,NA,2.8,0,39.3,3.2,NA,46,9.1,19.2,12.6,0,NA,NA,NA
2019-10-01,NA,2.5,6.5,15.4,16.1,NA,60.5,31.9,16.6,30.6,0,NA,NA,NA
2019-11-01,NA,0.2,17.1,30.6,26.8,NA,97.2,24.9,0,31.4,0,NA,NA,NA
2019-12-01,NA,9.9,80.1,129.7,148.7,NA,258.6,172.7,17.5,115.3,16.6,NA,NA,NA
2020-01-01,NA,53.3,25.1,79.9,44.6,NA,104,108.1,37.5,47.2,5,NA,NA,NA
2020-02-01,NA,25.7,52.8,96.7,103.8,NA,65.1,142.8,44.7,78.2,7.93684210526316,NA,NA,NA
2020-03-01,NA,NA,56.9180327868852,NA,NA,NA,57.6295081967213,116.275409836066,59.5606557377049,NA,NA,NA,NA,NA
2020-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-08-01,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,NA
2020-09-01,NA,NA,NA,5.8,6.2,NA,NA,8.6,3.2,NA,NA,NA,NA,NA
2020-10-01,NA,NA,NA,21.6,14,NA,NA,51.2,0,14.1,NA,NA,NA,NA
2020-11-01,NA,NA,NA,27.8,27.5,NA,NA,20.8,17.7,29.7,NA,NA,NA,NA
2020-12-01,NA,NA,NA,211.9,133.8,NA,NA,212.4,101.3,165.570491803279,NA,NA,NA,NA
2021-01-01,NA,NA,NA,255.4,146.7,NA,NA,297.8,109,NA,NA,NA,NA,NA
2021-02-01,NA,NA,NA,36.8,74,NA,NA,68,8.8,NA,NA,NA,NA,NA
2021-03-01,NA,NA,NA,181.4,126.9,NA,NA,251.7,100.5,NA,NA,NA,NA,NA
2021-04-01,NA,NA,NA,48.1016949152542,57.6610169491525,NA,NA,128.2,30.5,NA,NA,NA,NA,NA
2021-05-01,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
2021-06-01,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
2021-07-01,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
2021-08-01,NA,NA,NA,NA,NA,NA,NA,1.3,0,NA,NA,NA,NA,NA
2021-09-01,NA,NA,NA,NA,NA,NA,NA,2.1,1,NA,NA,NA,NA,NA
2021-10-01,NA,NA,NA,NA,NA,NA,NA,107,29.4,NA,NA,NA,NA,NA
2021-11-01,NA,NA,NA,NA,NA,NA,NA,66.9,14.2,NA,NA,NA,NA,NA
2021-12-01,NA,NA,NA,NA,NA,NA,NA,91.3737704918033,28.3573770491803,NA,NA,NA,NA,NA
