dates,PISCO
1981-01-01,89.8692527214686
1981-02-01,172.77672290802
1981-03-01,117.83930238088
1981-04-01,27.2266668876012
1981-05-01,1.34065440654134
1981-06-01,0.869739181051652
1981-07-01,0.734227562478433
1981-08-01,5.03542120258013
1981-09-01,2.7237993311137
1981-10-01,19.787892729044
1981-11-01,58.2686121463776
1981-12-01,89.6482964555423
1982-01-01,95.8846169710159
1982-02-01,98.7946747144063
1982-03-01,69.6580735047658
1982-04-01,42.1463677883148
1982-05-01,2.75291558293005
1982-06-01,2.0967904155453
1982-07-01,3.22373414908846
1982-08-01,3.26719574506084
1982-09-01,5.85108822087447
1982-10-01,62.78000775973
1982-11-01,50.403615852197
1982-12-01,57.7372656663259
1983-01-01,68.2631295522054
1983-02-01,56.6379010677338
1983-03-01,159.201479276021
1983-04-01,68.0743254025777
1983-05-01,6.07531448702017
1983-06-01,7.08327711125215
1983-07-01,1.29391523109128
1983-08-01,0.572576706530526
1983-09-01,5.77126879990101
1983-10-01,19.5802446901798
1983-11-01,38.9816462397575
1983-12-01,76.9529502391815
1984-01-01,72.1286950111389
1984-02-01,159.774002869924
1984-03-01,153.371854464213
1984-04-01,38.2953824996948
1984-05-01,15.1388922929764
1984-06-01,9.20032105843226
1984-07-01,4.564145407329
1984-08-01,0.876741844850282
1984-09-01,7.87613461911678
1984-10-01,56.3241235812505
1984-11-01,37.7036321759224
1984-12-01,76.3834342161814
1985-01-01,32.1520822445552
1985-02-01,80.2639730771383
1985-03-01,124.250969568888
1985-04-01,50.7575658957163
1985-05-01,13.9856205334266
1985-06-01,3.68721053004265
1985-07-01,4.72770772874355
1985-08-01,1.09013329570492
1985-09-01,16.5453256393472
1985-10-01,13.6818963090579
1985-11-01,20.0316487302383
1985-12-01,76.4277682701747
1986-01-01,123.332823753357
1986-02-01,89.4106648763021
1986-03-01,89.7332119941711
1986-04-01,51.5226239363352
1986-05-01,7.16305298109849
1986-06-01,1.33863622446855
1986-07-01,1.90266065454731
1986-08-01,3.98284640908241
1986-09-01,9.09192931900422
1986-10-01,12.3798447450002
1986-11-01,21.2259389633934
1986-12-01,89.8408706188202
1987-01-01,104.638900995255
1987-02-01,95.0324629147847
1987-03-01,49.3799398740133
1987-04-01,21.9793405930201
1987-05-01,6.1796261270841
1987-06-01,2.41927319268386
1987-07-01,1.98918287207683
1987-08-01,3.43833781778812
1987-09-01,10.0468286474546
1987-10-01,14.2625242173672
1987-11-01,38.0886066605647
1987-12-01,81.7299795150757
1988-01-01,97.149841149648
1988-02-01,46.9839437802633
1988-03-01,73.9237917264303
1988-04-01,53.182452917099
1988-05-01,9.39401133358479
1988-06-01,1.27431486578037
1988-07-01,0.539714852736021
1988-08-01,1.53927122397969
1988-09-01,5.74870685301721
1988-10-01,8.60882344345252
1988-11-01,24.2315423438946
1988-12-01,72.5779883066813
1989-01-01,116.220163186391
1989-02-01,111.164138635
1989-03-01,162.201203346252
1989-04-01,34.6519611676534
1989-05-01,6.09348954260349
1989-06-01,4.2138940046231
1989-07-01,1.8918972266838
1989-08-01,3.1890125858287
1989-09-01,11.8842814390858
1989-10-01,36.4757448633512
1989-11-01,18.1788578654329
1989-12-01,15.8149792551994
1990-01-01,67.0702239672343
1990-02-01,44.4702675739924
1990-03-01,74.1445910135905
1990-04-01,11.8967206974824
1990-05-01,6.42039379477501
1990-06-01,7.2919136484464
1990-07-01,1.68245014272785
1990-08-01,0.867259896981219
1990-09-01,5.94379630933205
1990-10-01,55.7281210422516
1990-11-01,42.2557281653086
1990-12-01,23.0978962431351
1991-01-01,56.8251349131266
1991-02-01,65.6266748905182
1991-03-01,130.62241045634
1991-04-01,37.8541661898295
1991-05-01,10.529178361098
1991-06-01,1.4349716839691
1991-07-01,2.53516004296641
1991-08-01,0.451440543954959
1991-09-01,3.91456763073802
1991-10-01,41.9698530832926
1991-11-01,29.7870211799939
1991-12-01,40.7645001411438
1992-01-01,33.1446562608083
1992-02-01,47.3656169573466
1992-03-01,90.3602808316549
1992-04-01,33.3180176417033
1992-05-01,4.05771833161513
1992-06-01,4.31862405935923
1992-07-01,1.32026759752383
1992-08-01,4.28202026337385
1992-09-01,7.40008039027452
1992-10-01,27.5119249423345
1992-11-01,16.6131306290627
1992-12-01,32.7402906815211
1993-01-01,67.9388920466105
1993-02-01,76.1078743934631
1993-03-01,156.920365015666
1993-04-01,73.4458937644958
1993-05-01,10.2799599766731
1993-06-01,1.84714646202823
1993-07-01,2.5450834967196
1993-08-01,1.67705636812995
1993-09-01,14.0468229924639
1993-10-01,51.1545975605647
1993-11-01,50.1315996249517
1993-12-01,115.861364603043
1994-01-01,117.857463359833
1994-02-01,137.122503757477
1994-03-01,145.891302108765
1994-04-01,66.3330619335175
1994-05-01,9.42048798998197
1994-06-01,2.49034757974247
1994-07-01,0.795283752804001
1994-08-01,1.12360271749397
1994-09-01,10.7530920058489
1994-10-01,14.2206599265337
1994-11-01,26.3412616948287
1994-12-01,66.9722123940786
1995-01-01,68.3153560956319
1995-02-01,65.2430950005849
1995-03-01,93.9028787612915
1995-04-01,54.3937901655833
1995-05-01,8.92476066450278
1995-06-01,3.1119110584259
1995-07-01,1.30928424373269
1995-08-01,1.20977472343172
1995-09-01,5.28456229778628
1995-10-01,18.5950872202714
1995-11-01,36.3726177016894
1995-12-01,92.876097758611
1996-01-01,93.7495320638021
1996-02-01,101.803431828817
1996-03-01,148.052271842957
1996-04-01,42.5365253289541
1996-05-01,8.94645736614863
1996-06-01,1.79044233635068
1996-07-01,0.668131274015953
1996-08-01,4.03102570275466
1996-09-01,4.77590929406385
1996-10-01,26.2917399406433
1996-11-01,17.3668002982934
1996-12-01,51.8977543115616
1997-01-01,69.9610861142476
1997-02-01,116.95219818751
1997-03-01,52.4197734196981
1997-04-01,27.4278701146444
1997-05-01,6.5524222801129
1997-06-01,2.00011636006335
1997-07-01,0.81706785534819
1997-08-01,2.43448179525634
1997-09-01,10.6754096945127
1997-10-01,24.2842203676701
1997-11-01,42.0427487889926
1997-12-01,139.378440221151
1998-01-01,121.336343924205
1998-02-01,120.141186873118
1998-03-01,146.138081232707
1998-04-01,26.7209087610245
1998-05-01,5.98753610004981
1998-06-01,3.35550034542878
1998-07-01,0.541638513018067
1998-08-01,2.37110305329164
1998-09-01,5.06739564985037
1998-10-01,40.0010966062546
1998-11-01,22.1522570004066
1998-12-01,60.1118766466777
1999-01-01,106.630678653717
1999-02-01,140.453791936239
1999-03-01,119.850562413534
1999-04-01,63.7952454090118
1999-05-01,18.4614766339461
1999-06-01,8.2635892778635
1999-07-01,1.58366748845826
1999-08-01,1.63703068097432
1999-09-01,16.4238677720229
1999-10-01,31.9640577634176
1999-11-01,42.432416121165
1999-12-01,77.2337815761566
2000-01-01,82.2388493220011
2000-02-01,119.887841542562
2000-03-01,123.786040306091
2000-04-01,63.767519791921
2000-05-01,15.6101796627045
2000-06-01,2.77392615067462
2000-07-01,1.54812611980985
2000-08-01,7.16312442223231
2000-09-01,10.1094506035248
2000-10-01,22.7661540607611
2000-11-01,24.4184039235115
2000-12-01,111.558294375738
2001-01-01,138.623288472493
2001-02-01,83.5578686396281
2001-03-01,213.181120872498
2001-04-01,34.6478645006816
2001-05-01,10.3844076097012
2001-06-01,2.4747951477766
2001-07-01,1.90487899091871
2001-08-01,1.63230072831114
2001-09-01,13.374672199289
2001-10-01,32.7528457442919
2001-11-01,64.0571722189585
2001-12-01,56.349545955658
2002-01-01,48.3268530766169
2002-02-01,96.4712572097778
2002-03-01,159.2950852712
2002-04-01,62.3277275562286
2002-05-01,7.90205730497837
2002-06-01,3.29323932776848
2002-07-01,2.48582009971142
2002-08-01,1.14480210312953
2002-09-01,10.8262805342674
2002-10-01,41.6821135679881
2002-11-01,44.0913238128026
2002-12-01,78.2274760007858
2003-01-01,77.8913604418437
2003-02-01,74.2371842066447
2003-03-01,120.952269236247
2003-04-01,37.9867562850316
2003-05-01,8.02602691203356
2003-06-01,2.9492072823147
2003-07-01,1.13750922555725
2003-08-01,2.21078194243213
2003-09-01,2.96778418496251
2003-10-01,17.5063939094543
2003-11-01,20.5875934561094
2003-12-01,118.365852594376
2004-01-01,41.3906021515528
2004-02-01,91.7476167678833
2004-03-01,83.8410590489705
2004-04-01,36.1599548657735
2004-05-01,6.28528883556525
2004-06-01,3.51877350608508
2004-07-01,3.9539856115977
2004-08-01,1.53796357599397
2004-09-01,15.1867805818717
2004-10-01,47.4564147790273
2004-11-01,41.576199700435
2004-12-01,96.4949662685394
2005-01-01,64.2807003657023
2005-02-01,58.0697944959005
2005-03-01,113.291168530782
2005-04-01,23.0854910214742
2005-05-01,5.57965576152007
2005-06-01,1.11488011044761
2005-07-01,1.13300073201147
2005-08-01,3.39684868603945
2005-09-01,3.8148257227925
2005-10-01,21.6417277852694
2005-11-01,17.1853062286973
2005-12-01,91.7791024049123
2006-01-01,89.5095057487488
2006-02-01,111.404170036316
2006-03-01,186.54402478536
2006-04-01,84.6790024439494
2006-05-01,4.35906087607145
2006-06-01,8.09905003011227
2006-07-01,2.01526110898703
2006-08-01,3.50189142674208
2006-09-01,9.39930871625741
2006-10-01,31.4011159141858
2006-11-01,54.3862636486689
2006-12-01,99.099883000056
2007-01-01,94.0430305798848
2007-02-01,61.0103073914846
2007-03-01,162.530953725179
2007-04-01,61.0231280326843
2007-05-01,8.2403573791186
2007-06-01,1.28978263214231
2007-07-01,2.24560174027768
2007-08-01,1.73856916946049
2007-09-01,2.94486315455288
2007-10-01,37.2998030384382
2007-11-01,27.8093577375015
2007-12-01,37.2865353822708
2008-01-01,113.387595176697
2008-02-01,112.264287948608
2008-03-01,129.753698348999
2008-04-01,48.750195980072
2008-05-01,3.285782207114
2008-06-01,4.03826458876332
2008-07-01,1.16440629516728
2008-08-01,2.5154460494717
2008-09-01,7.03855829065045
2008-10-01,41.0789012710253
2008-11-01,25.9025392333666
2008-12-01,65.9763442277908
2009-01-01,125.773358662923
2009-02-01,110.945965766907
2009-03-01,181.785542170207
2009-04-01,64.1662923494975
2009-05-01,7.18476603428523
2009-06-01,3.65042412281036
2009-07-01,2.99525882365803
2009-08-01,3.44355282187462
2009-09-01,4.74054362252355
2009-10-01,41.757395585378
2009-11-01,42.6027831733227
2009-12-01,89.2452957232793
2010-01-01,75.930189371109
2010-02-01,76.9612055619558
2010-03-01,117.001977920532
2010-04-01,24.2841609319051
2010-05-01,4.63559685523311
2010-06-01,2.93298029278715
2010-07-01,1.50251855328679
2010-08-01,1.27358151692897
2010-09-01,10.8239453186591
2010-10-01,15.9244853307803
2010-11-01,35.6914323146145
2010-12-01,107.880662123362
2011-01-01,105.847973028819
2011-02-01,82.393618106842
2011-03-01,126.947128772736
2011-04-01,69.123265504837
2011-05-01,3.89130532865723
2011-06-01,1.94108618299166
2011-07-01,2.85523245173196
2011-08-01,1.63927712415655
2011-09-01,6.45860167841117
2011-10-01,14.1443092723687
2011-11-01,45.9828907549381
2011-12-01,115.446158488592
2012-01-01,92.6014831066132
2012-02-01,124.861185709635
2012-03-01,141.227845509847
2012-04-01,78.9841949144999
2012-05-01,5.85925150911013
2012-06-01,4.55654782180985
2012-07-01,0.612303942752381
2012-08-01,1.55930581331874
2012-09-01,12.9949394663175
2012-10-01,31.4691497484843
2012-11-01,40.6595351696014
2012-12-01,94.2677125930786
2013-01-01,57.8415231704712
2013-02-01,108.328629016876
2013-03-01,176.808515230815
2013-04-01,31.1262506246567
2013-05-01,10.3762667675813
2013-06-01,2.6765918135643
2013-07-01,3.21277098357677
2013-08-01,5.17946991696954
2013-09-01,3.60740623576567
2013-10-01,59.3196682135264
2013-11-01,32.7147070169449
2013-12-01,77.6058350006739
2014-01-01,91.7377541065216
2014-02-01,101.456037839254
2014-03-01,155.02276357015
2014-04-01,51.0526462395986
2014-05-01,14.850973829627
2014-06-01,2.50216140473882
2014-07-01,1.61542542713384
2014-08-01,1.721252741913
2014-09-01,11.2142634118597
2014-10-01,18.1747016509374
2014-11-01,31.5515262683233
2014-12-01,91.6337194045385
2015-01-01,77.4175855318705
2015-02-01,79.208641688029
2015-03-01,115.583292007446
2015-04-01,44.1911360025406
2015-05-01,13.144358108441
2015-06-01,3.00986335923274
2015-07-01,1.08163757047926
2015-08-01,2.4650428990523
2015-09-01,5.07254871353507
2015-10-01,24.5422008236249
2015-11-01,32.401682049036
2015-12-01,73.2234457333883
2016-01-01,22.0353888670603
2016-02-01,107.701467672984
2016-03-01,91.6972471872966
2016-04-01,44.3550509611766
2016-05-01,5.60107295711835
2016-06-01,3.19990096986294
2016-07-01,1.41145449845741
2016-08-01,2.22221079468727
2016-09-01,12.1402961462736
2016-10-01,13.9020711729924
2016-11-01,4.79910506680608
2016-12-01,84.0027991135915
